Strain	Environment	Experiment	Flask	Avg_GR	DFE_mean	Env_GR	Env_DFE_mean	GR_std	GR_max	GR_std_max_excluded	Env_series	DFE_graph
LK2-B07	37_SC3	LK2-B07_37_SC3	2	0.332609385109785	-0.012046075675152174	0.34621000999999996;0.161176863289368;0.38192792771698003;0.3197939340354915;0.332609385109785;0.347120185142244;0.29254595544592554	-0.03179854704187148;0.009158187007764542;-0.017529149973144715;-0.018699112267923364;-0.012046075675152174;-0.013612953401380848;-0.02404652060215534	0.07012951164756177	0.38192792771698003	0.06717995009509094	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-B07_dfes.png
LK2-B07	37_SC5	LK2-B07_37_SC5	2	0.347120185142244	-0.013612953401380848	0.34621000999999996;0.161176863289368;0.38192792771698003;0.3197939340354915;0.332609385109785;0.347120185142244;0.29254595544592554	-0.03179854704187148;0.009158187007764542;-0.017529149973144715;-0.018699112267923364;-0.012046075675152174;-0.013612953401380848;-0.02404652060215534	0.07012951164756177	0.38192792771698003	0.06717995009509094	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-B07_dfes.png
LK2-B07	37_SC7	LK2-B07_37_SC7	2	0.29254595544592554	-0.02404652060215534	0.34621000999999996;0.161176863289368;0.38192792771698003;0.3197939340354915;0.332609385109785;0.347120185142244;0.29254595544592554	-0.03179854704187148;0.009158187007764542;-0.017529149973144715;-0.018699112267923364;-0.012046075675152174;-0.013612953401380848;-0.02404652060215534	0.07012951164756177	0.38192792771698003	0.06717995009509094	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-B07_dfes.png
LK2-D05	30_SC3	LK2-D05_30_SC3	3	0.1660673949157105	0.004880531101307293	0.309010113;0.1660673949157105;0.30276130170893745;0.25772112561951455;0.2834032412757315;0.31339446050016395;0.28436548909405857	-0.01409967485102215;0.004880531101307293;-0.0037742601316340723;-0.01181394448502804;-0.008065303377821473;-0.013150634834185309;-0.027078693856357368	0.04876814487377029	0.31339446050016395	0.048563339016852225	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-D05_dfes.png
LK2-D05	30_SC5	LK2-D05_30_SC5	3	0.30276130170893745	-0.0037742601316340723	0.309010113;0.1660673949157105;0.30276130170893745;0.25772112561951455;0.2834032412757315;0.31339446050016395;0.28436548909405857	-0.01409967485102215;0.004880531101307293;-0.0037742601316340723;-0.01181394448502804;-0.008065303377821473;-0.013150634834185309;-0.027078693856357368	0.04876814487377029	0.31339446050016395	0.048563339016852225	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-D05_dfes.png
LK2-D05	30_SC7	LK2-D05_30_SC7	3	0.25772112561951455	-0.01181394448502804	0.309010113;0.1660673949157105;0.30276130170893745;0.25772112561951455;0.2834032412757315;0.31339446050016395;0.28436548909405857	-0.01409967485102215;0.004880531101307293;-0.0037742601316340723;-0.01181394448502804;-0.008065303377821473;-0.013150634834185309;-0.027078693856357368	0.04876814487377029	0.31339446050016395	0.048563339016852225	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-D05_dfes.png
LK2-D05	37_SC3	LK2-D05_37_SC3	2	0.2834032412757315	-0.008065303377821473	0.309010113;0.1660673949157105;0.30276130170893745;0.25772112561951455;0.2834032412757315;0.31339446050016395;0.28436548909405857	-0.01409967485102215;0.004880531101307293;-0.0037742601316340723;-0.01181394448502804;-0.008065303377821473;-0.013150634834185309;-0.027078693856357368	0.04876814487377029	0.31339446050016395	0.048563339016852225	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-D05_dfes.png
LK2-D05	37_SC5	LK2-D05_37_SC5	1	0.31339446050016395	-0.013150634834185309	0.309010113;0.1660673949157105;0.30276130170893745;0.25772112561951455;0.2834032412757315;0.31339446050016395;0.28436548909405857	-0.01409967485102215;0.004880531101307293;-0.0037742601316340723;-0.01181394448502804;-0.008065303377821473;-0.013150634834185309;-0.027078693856357368	0.04876814487377029	0.31339446050016395	0.048563339016852225	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-D05_dfes.png
LK2-D05	37_SC7	LK2-D05_37_SC7	2	0.28436548909405857	-0.027078693856357368	0.309010113;0.1660673949157105;0.30276130170893745;0.25772112561951455;0.2834032412757315;0.31339446050016395;0.28436548909405857	-0.01409967485102215;0.004880531101307293;-0.0037742601316340723;-0.01181394448502804;-0.008065303377821473;-0.013150634834185309;-0.027078693856357368	0.04876814487377029	0.31339446050016395	0.048563339016852225	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-D05_dfes.png
LK2-D07	30_SC3	LK2-D07_30_SC3	3	0.23826219746560448	0.0041560347530692114	0.340852222;0.23826219746560448;0.3865536388528925;0.3060615728067395;0.29888527060686;0.31510848697925553;0.245743768576581	-0.02215910384430225;0.0041560347530692114;-0.015512072982932518;-0.014021738706010136;-0.005778467288207945;-0.009634633402687302;-0.017007924848706942	0.04915689010272779	0.3865536388528925	0.03218912737871671	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-D07_dfes.png
LK2-D07	30_SC5	LK2-D07_30_SC5	3	0.3865536388528925	-0.015512072982932518	0.340852222;0.23826219746560448;0.3865536388528925;0.3060615728067395;0.29888527060686;0.31510848697925553;0.245743768576581	-0.02215910384430225;0.0041560347530692114;-0.015512072982932518;-0.014021738706010136;-0.005778467288207945;-0.009634633402687302;-0.017007924848706942	0.04915689010272779	0.3865536388528925	0.03218912737871671	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-D07_dfes.png
LK2-D07	30_SC7	LK2-D07_30_SC7	3	0.3060615728067395	-0.014021738706010136	0.340852222;0.23826219746560448;0.3865536388528925;0.3060615728067395;0.29888527060686;0.31510848697925553;0.245743768576581	-0.02215910384430225;0.0041560347530692114;-0.015512072982932518;-0.014021738706010136;-0.005778467288207945;-0.009634633402687302;-0.017007924848706942	0.04915689010272779	0.3865536388528925	0.03218912737871671	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-D07_dfes.png
LK2-D07	37_SC3	LK2-D07_37_SC3	2	0.29888527060686	-0.005778467288207945	0.340852222;0.23826219746560448;0.3865536388528925;0.3060615728067395;0.29888527060686;0.31510848697925553;0.245743768576581	-0.02215910384430225;0.0041560347530692114;-0.015512072982932518;-0.014021738706010136;-0.005778467288207945;-0.009634633402687302;-0.017007924848706942	0.04915689010272779	0.3865536388528925	0.03218912737871671	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-D07_dfes.png
LK2-D07	37_SC5	LK2-D07_37_SC5	2	0.31510848697925553	-0.009634633402687302	0.340852222;0.23826219746560448;0.3865536388528925;0.3060615728067395;0.29888527060686;0.31510848697925553;0.245743768576581	-0.02215910384430225;0.0041560347530692114;-0.015512072982932518;-0.014021738706010136;-0.005778467288207945;-0.009634633402687302;-0.017007924848706942	0.04915689010272779	0.3865536388528925	0.03218912737871671	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-D07_dfes.png
LK2-D07	37_SC7	LK2-D07_37_SC7	2	0.245743768576581	-0.017007924848706942	0.340852222;0.23826219746560448;0.3865536388528925;0.3060615728067395;0.29888527060686;0.31510848697925553;0.245743768576581	-0.02215910384430225;0.0041560347530692114;-0.015512072982932518;-0.014021738706010136;-0.005778467288207945;-0.009634633402687302;-0.017007924848706942	0.04915689010272779	0.3865536388528925	0.03218912737871671	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-D07_dfes.png
LK2-E08	30_SC3	LK2-E08_30_SC3	2	0.09568616601146575	0.021326112113314068	0.33814101999999996;0.09568616601146575;0.240309996655533;0.25439001153336704;0.258807513213983;0.262685691599928;0.21772411231246352	-0.01780972918383203;0.021326112113314068;0.00992307163688946;-0.009795713108764549;-0.006439227822805984;-0.011307731977578308;-0.0214265453881253	0.05826233491437458	0.262685691599928	0.060566351268634994	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-E08_dfes.png
LK2-E08	30_SC5	LK2-E08_30_SC5	3	0.240309996655533	0.00992307163688946	0.33814101999999996;0.09568616601146575;0.240309996655533;0.25439001153336704;0.258807513213983;0.262685691599928;0.21772411231246352	-0.01780972918383203;0.021326112113314068;0.00992307163688946;-0.009795713108764549;-0.006439227822805984;-0.011307731977578308;-0.0214265453881253	0.05826233491437458	0.262685691599928	0.060566351268634994	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-E08_dfes.png
LK2-E08	30_SC7	LK2-E08_30_SC7	3	0.25439001153336704	-0.009795713108764549	0.33814101999999996;0.09568616601146575;0.240309996655533;0.25439001153336704;0.258807513213983;0.262685691599928;0.21772411231246352	-0.01780972918383203;0.021326112113314068;0.00992307163688946;-0.009795713108764549;-0.006439227822805984;-0.011307731977578308;-0.0214265453881253	0.05826233491437458	0.262685691599928	0.060566351268634994	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-E08_dfes.png
LK2-E08	37_SC3	LK2-E08_37_SC3	2	0.258807513213983	-0.006439227822805984	0.33814101999999996;0.09568616601146575;0.240309996655533;0.25439001153336704;0.258807513213983;0.262685691599928;0.21772411231246352	-0.01780972918383203;0.021326112113314068;0.00992307163688946;-0.009795713108764549;-0.006439227822805984;-0.011307731977578308;-0.0214265453881253	0.05826233491437458	0.262685691599928	0.060566351268634994	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-E08_dfes.png
LK2-E08	37_SC5	LK2-E08_37_SC5	1	0.262685691599928	-0.011307731977578308	0.33814101999999996;0.09568616601146575;0.240309996655533;0.25439001153336704;0.258807513213983;0.262685691599928;0.21772411231246352	-0.01780972918383203;0.021326112113314068;0.00992307163688946;-0.009795713108764549;-0.006439227822805984;-0.011307731977578308;-0.0214265453881253	0.05826233491437458	0.262685691599928	0.060566351268634994	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-E08_dfes.png
LK2-E08	37_SC7	LK2-E08_37_SC7	1	0.21772411231246352	-0.0214265453881253	0.33814101999999996;0.09568616601146575;0.240309996655533;0.25439001153336704;0.258807513213983;0.262685691599928;0.21772411231246352	-0.01780972918383203;0.021326112113314068;0.00992307163688946;-0.009795713108764549;-0.006439227822805984;-0.011307731977578308;-0.0214265453881253	0.05826233491437458	0.262685691599928	0.060566351268634994	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-E08_dfes.png
LK2-F04	30_SC3	LK2-F04_30_SC3	2	0.14289677049846766	0.017569364384108443	0.414406868;0.14289677049846766;0.26726847876676746;0.2230193445391595;0.31311928882245754;0.350692936971276;0.0684449232373864	-0.03117836794329317;0.017569364384108443;0.0022010381935961285;-0.0016611988619860563;-0.011297559136438456;-0.013798927403675037;0.04723890103159194	0.0970952812774775	0.350692936971276	0.0876069900737878	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-F04_dfes.png
LK2-F04	30_SC5	LK2-F04_30_SC5	3	0.26726847876676746	0.0022010381935961285	0.414406868;0.14289677049846766;0.26726847876676746;0.2230193445391595;0.31311928882245754;0.350692936971276;0.0684449232373864	-0.03117836794329317;0.017569364384108443;0.0022010381935961285;-0.0016611988619860563;-0.011297559136438456;-0.013798927403675037;0.04723890103159194	0.0970952812774775	0.350692936971276	0.0876069900737878	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-F04_dfes.png
LK2-F04	30_SC7	LK2-F04_30_SC7	3	0.2230193445391595	-0.0016611988619860563	0.414406868;0.14289677049846766;0.26726847876676746;0.2230193445391595;0.31311928882245754;0.350692936971276;0.0684449232373864	-0.03117836794329317;0.017569364384108443;0.0022010381935961285;-0.0016611988619860563;-0.011297559136438456;-0.013798927403675037;0.04723890103159194	0.0970952812774775	0.350692936971276	0.0876069900737878	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-F04_dfes.png
LK2-F04	37_SC3	LK2-F04_37_SC3	1	0.31311928882245754	-0.011297559136438456	0.414406868;0.14289677049846766;0.26726847876676746;0.2230193445391595;0.31311928882245754;0.350692936971276;0.0684449232373864	-0.03117836794329317;0.017569364384108443;0.0022010381935961285;-0.0016611988619860563;-0.011297559136438456;-0.013798927403675037;0.04723890103159194	0.0970952812774775	0.350692936971276	0.0876069900737878	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-F04_dfes.png
LK2-F04	37_SC5	LK2-F04_37_SC5	2	0.350692936971276	-0.013798927403675037	0.414406868;0.14289677049846766;0.26726847876676746;0.2230193445391595;0.31311928882245754;0.350692936971276;0.0684449232373864	-0.03117836794329317;0.017569364384108443;0.0022010381935961285;-0.0016611988619860563;-0.011297559136438456;-0.013798927403675037;0.04723890103159194	0.0970952812774775	0.350692936971276	0.0876069900737878	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-F04_dfes.png
LK2-F04	37_SC7	LK2-F04_37_SC7	1	0.0684449232373864	0.04723890103159194	0.414406868;0.14289677049846766;0.26726847876676746;0.2230193445391595;0.31311928882245754;0.350692936971276;0.0684449232373864	-0.03117836794329317;0.017569364384108443;0.0022010381935961285;-0.0016611988619860563;-0.011297559136438456;-0.013798927403675037;0.04723890103159194	0.0970952812774775	0.350692936971276	0.0876069900737878	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-F04_dfes.png
LK3-B08	30_SC3	LK3-B08_30_SC3	3	0.21972371163085447	0.0018008058052615171	0.351601827;0.21972371163085447;0.329771020126017;0.26553291101982546;0.305584033673911;0.31628744548736454;0.25163238742188	-0.02997113789625243;0.0018008058052615171;-0.007129406978499619;-0.005873342558177389;-0.009447965566060066;-0.00950091777422108;-0.014892064848551621	0.03890928308526151	0.329771020126017	0.035435663041299886	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-B08_dfes.png
LK3-B08	30_SC5	LK3-B08_30_SC5	3	0.329771020126017	-0.007129406978499619	0.351601827;0.21972371163085447;0.329771020126017;0.26553291101982546;0.305584033673911;0.31628744548736454;0.25163238742188	-0.02997113789625243;0.0018008058052615171;-0.007129406978499619;-0.005873342558177389;-0.009447965566060066;-0.00950091777422108;-0.014892064848551621	0.03890928308526151	0.329771020126017	0.035435663041299886	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-B08_dfes.png
LK3-B08	30_SC7	LK3-B08_30_SC7	3	0.26553291101982546	-0.005873342558177389	0.351601827;0.21972371163085447;0.329771020126017;0.26553291101982546;0.305584033673911;0.31628744548736454;0.25163238742188	-0.02997113789625243;0.0018008058052615171;-0.007129406978499619;-0.005873342558177389;-0.009447965566060066;-0.00950091777422108;-0.014892064848551621	0.03890928308526151	0.329771020126017	0.035435663041299886	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-B08_dfes.png
LK3-B08	37_SC3	LK3-B08_37_SC3	2	0.305584033673911	-0.009447965566060066	0.351601827;0.21972371163085447;0.329771020126017;0.26553291101982546;0.305584033673911;0.31628744548736454;0.25163238742188	-0.02997113789625243;0.0018008058052615171;-0.007129406978499619;-0.005873342558177389;-0.009447965566060066;-0.00950091777422108;-0.014892064848551621	0.03890928308526151	0.329771020126017	0.035435663041299886	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-B08_dfes.png
LK3-B08	37_SC5	LK3-B08_37_SC5	2	0.31628744548736454	-0.00950091777422108	0.351601827;0.21972371163085447;0.329771020126017;0.26553291101982546;0.305584033673911;0.31628744548736454;0.25163238742188	-0.02997113789625243;0.0018008058052615171;-0.007129406978499619;-0.005873342558177389;-0.009447965566060066;-0.00950091777422108;-0.014892064848551621	0.03890928308526151	0.329771020126017	0.035435663041299886	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-B08_dfes.png
LK3-B08	37_SC7	LK3-B08_37_SC7	2	0.25163238742188	-0.014892064848551621	0.351601827;0.21972371163085447;0.329771020126017;0.26553291101982546;0.305584033673911;0.31628744548736454;0.25163238742188	-0.02997113789625243;0.0018008058052615171;-0.007129406978499619;-0.005873342558177389;-0.009447965566060066;-0.00950091777422108;-0.014892064848551621	0.03890928308526151	0.329771020126017	0.035435663041299886	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-B08_dfes.png
LK3-B10	30_SC3	LK3-B10_30_SC3	1	0.15776893945930848	0.0030540343191291556	0.410567274;0.15776893945930848;0.278735248941958;0.23770882338763705;0.315812050446621;0.271353124477519;0.08662467127816915	-0.03333165874112242;0.0030540343191291556;0.007380344831143964;-0.01306304082840756;-0.01779336182859649;-0.003954664945189882;0.016007406525481205	0.07864637538109082	0.315812050446621	0.07367854664559635	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-B10_dfes.png
LK3-B10	30_SC5	LK3-B10_30_SC5	2	0.278735248941958	0.007380344831143964	0.410567274;0.15776893945930848;0.278735248941958;0.23770882338763705;0.315812050446621;0.271353124477519;0.08662467127816915	-0.03333165874112242;0.0030540343191291556;0.007380344831143964;-0.01306304082840756;-0.01779336182859649;-0.003954664945189882;0.016007406525481205	0.07864637538109082	0.315812050446621	0.07367854664559635	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-B10_dfes.png
LK3-B10	30_SC7	LK3-B10_30_SC7	3	0.23770882338763705	-0.01306304082840756	0.410567274;0.15776893945930848;0.278735248941958;0.23770882338763705;0.315812050446621;0.271353124477519;0.08662467127816915	-0.03333165874112242;0.0030540343191291556;0.007380344831143964;-0.01306304082840756;-0.01779336182859649;-0.003954664945189882;0.016007406525481205	0.07864637538109082	0.315812050446621	0.07367854664559635	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-B10_dfes.png
LK3-B10	37_SC3	LK3-B10_37_SC3	1	0.315812050446621	-0.01779336182859649	0.410567274;0.15776893945930848;0.278735248941958;0.23770882338763705;0.315812050446621;0.271353124477519;0.08662467127816915	-0.03333165874112242;0.0030540343191291556;0.007380344831143964;-0.01306304082840756;-0.01779336182859649;-0.003954664945189882;0.016007406525481205	0.07864637538109082	0.315812050446621	0.07367854664559635	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-B10_dfes.png
LK3-B10	37_SC5	LK3-B10_37_SC5	2	0.271353124477519	-0.003954664945189882	0.410567274;0.15776893945930848;0.278735248941958;0.23770882338763705;0.315812050446621;0.271353124477519;0.08662467127816915	-0.03333165874112242;0.0030540343191291556;0.007380344831143964;-0.01306304082840756;-0.01779336182859649;-0.003954664945189882;0.016007406525481205	0.07864637538109082	0.315812050446621	0.07367854664559635	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-B10_dfes.png
LK3-B10	37_SC7	LK3-B10_37_SC7	2	0.08662467127816915	0.016007406525481205	0.410567274;0.15776893945930848;0.278735248941958;0.23770882338763705;0.315812050446621;0.271353124477519;0.08662467127816915	-0.03333165874112242;0.0030540343191291556;0.007380344831143964;-0.01306304082840756;-0.01779336182859649;-0.003954664945189882;0.016007406525481205	0.07864637538109082	0.315812050446621	0.07367854664559635	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-B10_dfes.png
LK3-C04	30_SC3	LK3-C04_30_SC3	2	0.1054768638460067	0.010101732564179108	0.328675901;0.1054768638460067;0.24225789923431898;0.19900169061635598;0.247080880643254;0.2774776529126045;0.11574194867491314	-0.03675535936305926;0.010101732564179108;0.014381644512642375;0.0007639705244474029;0.011568054976525228;-0.008945756163164231;-0.00500572642272858	0.06584344859265656	0.2774776529126045	0.060665433016170486	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-C04_dfes.png
LK3-C04	30_SC5	LK3-C04_30_SC5	2	0.24225789923431898	0.014381644512642375	0.328675901;0.1054768638460067;0.24225789923431898;0.19900169061635598;0.247080880643254;0.2774776529126045;0.11574194867491314	-0.03675535936305926;0.010101732564179108;0.014381644512642375;0.0007639705244474029;0.011568054976525228;-0.008945756163164231;-0.00500572642272858	0.06584344859265656	0.2774776529126045	0.060665433016170486	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-C04_dfes.png
LK3-C04	30_SC7	LK3-C04_30_SC7	2	0.19900169061635598	0.0007639705244474029	0.328675901;0.1054768638460067;0.24225789923431898;0.19900169061635598;0.247080880643254;0.2774776529126045;0.11574194867491314	-0.03675535936305926;0.010101732564179108;0.014381644512642375;0.0007639705244474029;0.011568054976525228;-0.008945756163164231;-0.00500572642272858	0.06584344859265656	0.2774776529126045	0.060665433016170486	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-C04_dfes.png
LK3-C04	37_SC3	LK3-C04_37_SC3	1	0.247080880643254	0.011568054976525228	0.328675901;0.1054768638460067;0.24225789923431898;0.19900169061635598;0.247080880643254;0.2774776529126045;0.11574194867491314	-0.03675535936305926;0.010101732564179108;0.014381644512642375;0.0007639705244474029;0.011568054976525228;-0.008945756163164231;-0.00500572642272858	0.06584344859265656	0.2774776529126045	0.060665433016170486	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-C04_dfes.png
LK3-C04	37_SC5	LK3-C04_37_SC5	1	0.2774776529126045	-0.008945756163164231	0.328675901;0.1054768638460067;0.24225789923431898;0.19900169061635598;0.247080880643254;0.2774776529126045;0.11574194867491314	-0.03675535936305926;0.010101732564179108;0.014381644512642375;0.0007639705244474029;0.011568054976525228;-0.008945756163164231;-0.00500572642272858	0.06584344859265656	0.2774776529126045	0.060665433016170486	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-C04_dfes.png
LK3-C04	37_SC7	LK3-C04_37_SC7	1	0.11574194867491314	-0.00500572642272858	0.328675901;0.1054768638460067;0.24225789923431898;0.19900169061635598;0.247080880643254;0.2774776529126045;0.11574194867491314	-0.03675535936305926;0.010101732564179108;0.014381644512642375;0.0007639705244474029;0.011568054976525228;-0.008945756163164231;-0.00500572642272858	0.06584344859265656	0.2774776529126045	0.060665433016170486	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-C04_dfes.png
LK3-C11	30_SC3	LK3-C11_30_SC3	1	0.154207025414639	0.0009465253556348292	0.32569741799999996;0.154207025414639;0.26334148990897654;0.179436241349762;0.29288549184495294;0.3052916692461295;0.07177616094012601	-0.014721430145649039;0.0009465253556348292;0.009763315662847048;0.0022617226351260085;-0.016936968972957298;-0.020640491316993116;0.011987271498514845	0.08360684556251008	0.3052916692461295	0.07912885308423893	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-C11_dfes.png
LK3-C11	30_SC5	LK3-C11_30_SC5	2	0.26334148990897654	0.009763315662847048	0.32569741799999996;0.154207025414639;0.26334148990897654;0.179436241349762;0.29288549184495294;0.3052916692461295;0.07177616094012601	-0.014721430145649039;0.0009465253556348292;0.009763315662847048;0.0022617226351260085;-0.016936968972957298;-0.020640491316993116;0.011987271498514845	0.08360684556251008	0.3052916692461295	0.07912885308423893	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-C11_dfes.png
LK3-C11	30_SC7	LK3-C11_30_SC7	2	0.179436241349762	0.0022617226351260085	0.32569741799999996;0.154207025414639;0.26334148990897654;0.179436241349762;0.29288549184495294;0.3052916692461295;0.07177616094012601	-0.014721430145649039;0.0009465253556348292;0.009763315662847048;0.0022617226351260085;-0.016936968972957298;-0.020640491316993116;0.011987271498514845	0.08360684556251008	0.3052916692461295	0.07912885308423893	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-C11_dfes.png
LK3-C11	37_SC3	LK3-C11_37_SC3	1	0.29288549184495294	-0.016936968972957298	0.32569741799999996;0.154207025414639;0.26334148990897654;0.179436241349762;0.29288549184495294;0.3052916692461295;0.07177616094012601	-0.014721430145649039;0.0009465253556348292;0.009763315662847048;0.0022617226351260085;-0.016936968972957298;-0.020640491316993116;0.011987271498514845	0.08360684556251008	0.3052916692461295	0.07912885308423893	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-C11_dfes.png
LK3-C11	37_SC5	LK3-C11_37_SC5	1	0.3052916692461295	-0.020640491316993116	0.32569741799999996;0.154207025414639;0.26334148990897654;0.179436241349762;0.29288549184495294;0.3052916692461295;0.07177616094012601	-0.014721430145649039;0.0009465253556348292;0.009763315662847048;0.0022617226351260085;-0.016936968972957298;-0.020640491316993116;0.011987271498514845	0.08360684556251008	0.3052916692461295	0.07912885308423893	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-C11_dfes.png
LK3-C11	37_SC7	LK3-C11_37_SC7	1	0.07177616094012601	0.011987271498514845	0.32569741799999996;0.154207025414639;0.26334148990897654;0.179436241349762;0.29288549184495294;0.3052916692461295;0.07177616094012601	-0.014721430145649039;0.0009465253556348292;0.009763315662847048;0.0022617226351260085;-0.016936968972957298;-0.020640491316993116;0.011987271498514845	0.08360684556251008	0.3052916692461295	0.07912885308423893	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-C11_dfes.png
LK3-C12	30_SC3	LK3-C12_30_SC3	1	0.05883005393787065	0.012729427452239716	0.354518577;0.05883005393787065;0.18622977334141652;0.17771912151854802;0.330978568718534;0.3416372715784235;0.2868807432849325	-0.028271308394489537;0.012729427452239716;0.023949680406180528;0.0027546145193664668;-0.015962494257874344;-0.01254266205534324;-0.0216057286613499	0.09986856456202652	0.3416372715784235	0.09485606541326248	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-C12_dfes.png
LK3-C12	30_SC5	LK3-C12_30_SC5	1	0.18622977334141652	0.023949680406180528	0.354518577;0.05883005393787065;0.18622977334141652;0.17771912151854802;0.330978568718534;0.3416372715784235;0.2868807432849325	-0.028271308394489537;0.012729427452239716;0.023949680406180528;0.0027546145193664668;-0.015962494257874344;-0.01254266205534324;-0.0216057286613499	0.09986856456202652	0.3416372715784235	0.09485606541326248	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK3-C12_dfes.png
