Strain	Environment	Experiment	Flask	Avg_GR	DFE_mean	Env_GR	Env_DFE_mean	GR_std	GR_max	GR_std_max_excluded	Env_series	DFE_graph
LK1-B03	37_SC5	LK1-B03_37_SC5	2	0.266178096944494	0.011691276943705402	0.288719558;0.15574839219686798;0.2323401309157015;0.23459194519068;0.23637238628424298;0.266178096944494;0.236619156975577	-0.006354702286143745;0.008941365776728757;0.004217548911262098;-0.005266064001695578;0.004017532948662988;0.011691276943705402;-0.00010069593755050384	0.03385812454370912	0.266178096944494	0.03173004227916897	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-B03_dfes.png
LK1-B03	37_SC7	LK1-B03_37_SC7	2	0.236619156975577	-0.00010069593755050384	0.288719558;0.15574839219686798;0.2323401309157015;0.23459194519068;0.23637238628424298;0.266178096944494;0.236619156975577	-0.006354702286143745;0.008941365776728757;0.004217548911262098;-0.005266064001695578;0.004017532948662988;0.011691276943705402;-0.00010069593755050384	0.03385812454370912	0.266178096944494	0.03173004227916897	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-B03_dfes.png
LK1-B05	30_SC3	LK1-B05_30_SC3	2	0.11889005357569651	0.02670281212629811	0.29898511499999997;0.11889005357569651;0.250850079899103;0.223557640085551;0.27452988240187753;0.285640830021499;0.16322507131327701	-0.006798581403372652;0.02670281212629811;0.023840799147592885;0.0029592526608357124;-0.003978860778557428;-0.005359658612444098;-0.0028225462075740343	0.0601268140029193	0.285640830021499	0.05733020289097323	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-B05_dfes.png
LK1-B05	30_SC5	LK1-B05_30_SC5	2	0.250850079899103	0.023840799147592885	0.29898511499999997;0.11889005357569651;0.250850079899103;0.223557640085551;0.27452988240187753;0.285640830021499;0.16322507131327701	-0.006798581403372652;0.02670281212629811;0.023840799147592885;0.0029592526608357124;-0.003978860778557428;-0.005359658612444098;-0.0028225462075740343	0.0601268140029193	0.285640830021499	0.05733020289097323	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-B05_dfes.png
LK1-B05	30_SC7	LK1-B05_30_SC7	2	0.223557640085551	0.0029592526608357124	0.29898511499999997;0.11889005357569651;0.250850079899103;0.223557640085551;0.27452988240187753;0.285640830021499;0.16322507131327701	-0.006798581403372652;0.02670281212629811;0.023840799147592885;0.0029592526608357124;-0.003978860778557428;-0.005359658612444098;-0.0028225462075740343	0.0601268140029193	0.285640830021499	0.05733020289097323	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-B05_dfes.png
LK1-B05	37_SC3	LK1-B05_37_SC3	1	0.27452988240187753	-0.003978860778557428	0.29898511499999997;0.11889005357569651;0.250850079899103;0.223557640085551;0.27452988240187753;0.285640830021499;0.16322507131327701	-0.006798581403372652;0.02670281212629811;0.023840799147592885;0.0029592526608357124;-0.003978860778557428;-0.005359658612444098;-0.0028225462075740343	0.0601268140029193	0.285640830021499	0.05733020289097323	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-B05_dfes.png
LK1-B05	37_SC5	LK1-B05_37_SC5	1	0.285640830021499	-0.005359658612444098	0.29898511499999997;0.11889005357569651;0.250850079899103;0.223557640085551;0.27452988240187753;0.285640830021499;0.16322507131327701	-0.006798581403372652;0.02670281212629811;0.023840799147592885;0.0029592526608357124;-0.003978860778557428;-0.005359658612444098;-0.0028225462075740343	0.0601268140029193	0.285640830021499	0.05733020289097323	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-B05_dfes.png
LK1-B05	37_SC7	LK1-B05_37_SC7	1	0.16322507131327701	-0.0028225462075740343	0.29898511499999997;0.11889005357569651;0.250850079899103;0.223557640085551;0.27452988240187753;0.285640830021499;0.16322507131327701	-0.006798581403372652;0.02670281212629811;0.023840799147592885;0.0029592526608357124;-0.003978860778557428;-0.005359658612444098;-0.0028225462075740343	0.0601268140029193	0.285640830021499	0.05733020289097323	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-B05_dfes.png
LK1-C09	30_SC3	LK1-C09_30_SC3	2	0.14083004850602499	0.008241733829433044	0.447834819;0.14083004850602499;0.2011414289671225;0.1329453257257595;0.3266973606858665;0.3920482112332015;0.061121432316707094	-0.031897211998576556;0.008241733829433044;0.01759881904476397;0.007801521543278323;-0.011979413403512091;-0.020482200059463204;0.012049060398090816	0.11526816389051037	0.3920482112332015	0.08896054161076782	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-C09_dfes.png
LK1-C09	30_SC5	LK1-C09_30_SC5	1	0.2011414289671225	0.01759881904476397	0.447834819;0.14083004850602499;0.2011414289671225;0.1329453257257595;0.3266973606858665;0.3920482112332015;0.061121432316707094	-0.031897211998576556;0.008241733829433044;0.01759881904476397;0.007801521543278323;-0.011979413403512091;-0.020482200059463204;0.012049060398090816	0.11526816389051037	0.3920482112332015	0.08896054161076782	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-C09_dfes.png
LK1-C09	30_SC7	LK1-C09_30_SC7	1	0.1329453257257595	0.007801521543278323	0.447834819;0.14083004850602499;0.2011414289671225;0.1329453257257595;0.3266973606858665;0.3920482112332015;0.061121432316707094	-0.031897211998576556;0.008241733829433044;0.01759881904476397;0.007801521543278323;-0.011979413403512091;-0.020482200059463204;0.012049060398090816	0.11526816389051037	0.3920482112332015	0.08896054161076782	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-C09_dfes.png
LK1-C09	37_SC3	LK1-C09_37_SC3	1	0.3266973606858665	-0.011979413403512091	0.447834819;0.14083004850602499;0.2011414289671225;0.1329453257257595;0.3266973606858665;0.3920482112332015;0.061121432316707094	-0.031897211998576556;0.008241733829433044;0.01759881904476397;0.007801521543278323;-0.011979413403512091;-0.020482200059463204;0.012049060398090816	0.11526816389051037	0.3920482112332015	0.08896054161076782	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-C09_dfes.png
LK1-C09	37_SC5	LK1-C09_37_SC5	2	0.3920482112332015	-0.020482200059463204	0.447834819;0.14083004850602499;0.2011414289671225;0.1329453257257595;0.3266973606858665;0.3920482112332015;0.061121432316707094	-0.031897211998576556;0.008241733829433044;0.01759881904476397;0.007801521543278323;-0.011979413403512091;-0.020482200059463204;0.012049060398090816	0.11526816389051037	0.3920482112332015	0.08896054161076782	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-C09_dfes.png
LK1-C09	37_SC7	LK1-C09_37_SC7	1	0.061121432316707094	0.012049060398090816	0.447834819;0.14083004850602499;0.2011414289671225;0.1329453257257595;0.3266973606858665;0.3920482112332015;0.061121432316707094	-0.031897211998576556;0.008241733829433044;0.01759881904476397;0.007801521543278323;-0.011979413403512091;-0.020482200059463204;0.012049060398090816	0.11526816389051037	0.3920482112332015	0.08896054161076782	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-C09_dfes.png
LK1-F05	30_SC3	LK1-F05_30_SC3	2	0.20807467675322602	-0.002213605826928859	0.396509142;0.20807467675322602;0.3210109401660325;0.2724644305354945;0.333192815487568;0.357098282771796;0.1469145459001795	-0.036955967292116795;-0.002213605826928859;-0.005871350417741484;-0.007634642093794136;-0.015243509845519506;-0.022040405463678248;0.01766743985091512	0.07428972289592105	0.357098282771796	0.07021702654012754	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-F05_dfes.png
LK1-F05	30_SC5	LK1-F05_30_SC5	3	0.3210109401660325	-0.005871350417741484	0.396509142;0.20807467675322602;0.3210109401660325;0.2724644305354945;0.333192815487568;0.357098282771796;0.1469145459001795	-0.036955967292116795;-0.002213605826928859;-0.005871350417741484;-0.007634642093794136;-0.015243509845519506;-0.022040405463678248;0.01766743985091512	0.07428972289592105	0.357098282771796	0.07021702654012754	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-F05_dfes.png
LK1-F05	30_SC7	LK1-F05_30_SC7	3	0.2724644305354945	-0.007634642093794136	0.396509142;0.20807467675322602;0.3210109401660325;0.2724644305354945;0.333192815487568;0.357098282771796;0.1469145459001795	-0.036955967292116795;-0.002213605826928859;-0.005871350417741484;-0.007634642093794136;-0.015243509845519506;-0.022040405463678248;0.01766743985091512	0.07428972289592105	0.357098282771796	0.07021702654012754	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-F05_dfes.png
LK1-F05	37_SC3	LK1-F05_37_SC3	1	0.333192815487568	-0.015243509845519506	0.396509142;0.20807467675322602;0.3210109401660325;0.2724644305354945;0.333192815487568;0.357098282771796;0.1469145459001795	-0.036955967292116795;-0.002213605826928859;-0.005871350417741484;-0.007634642093794136;-0.015243509845519506;-0.022040405463678248;0.01766743985091512	0.07428972289592105	0.357098282771796	0.07021702654012754	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-F05_dfes.png
LK1-F05	37_SC5	LK1-F05_37_SC5	2	0.357098282771796	-0.022040405463678248	0.396509142;0.20807467675322602;0.3210109401660325;0.2724644305354945;0.333192815487568;0.357098282771796;0.1469145459001795	-0.036955967292116795;-0.002213605826928859;-0.005871350417741484;-0.007634642093794136;-0.015243509845519506;-0.022040405463678248;0.01766743985091512	0.07428972289592105	0.357098282771796	0.07021702654012754	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-F05_dfes.png
LK1-F05	37_SC7	LK1-F05_37_SC7	2	0.1469145459001795	0.01766743985091512	0.396509142;0.20807467675322602;0.3210109401660325;0.2724644305354945;0.333192815487568;0.357098282771796;0.1469145459001795	-0.036955967292116795;-0.002213605826928859;-0.005871350417741484;-0.007634642093794136;-0.015243509845519506;-0.022040405463678248;0.01766743985091512	0.07428972289592105	0.357098282771796	0.07021702654012754	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-F05_dfes.png
LK1-G03	30_SC3	LK1-G03_30_SC3	1	0.0603137810061	0.012641746646764535	0.39406806499999997;0.0603137810061;0.1657848138557365;0.20556097260780348;0.344830126311048;0.34157278642135047;0.16856186374904397	-0.026040036311363483;0.012641746646764535;0.022619218374335507;-0.005994922196816003;-0.026599946391782054;-0.013436556232054907;-0.005341885739534742	0.10121774335164511	0.344830126311048	0.09062832978937105	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-G03_dfes.png
LK1-G03	30_SC5	LK1-G03_30_SC5	1	0.1657848138557365	0.022619218374335507	0.39406806499999997;0.0603137810061;0.1657848138557365;0.20556097260780348;0.344830126311048;0.34157278642135047;0.16856186374904397	-0.026040036311363483;0.012641746646764535;0.022619218374335507;-0.005994922196816003;-0.026599946391782054;-0.013436556232054907;-0.005341885739534742	0.10121774335164511	0.344830126311048	0.09062832978937105	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-G03_dfes.png
LK1-G03	30_SC7	LK1-G03_30_SC7	1	0.20556097260780348	-0.005994922196816003	0.39406806499999997;0.0603137810061;0.1657848138557365;0.20556097260780348;0.344830126311048;0.34157278642135047;0.16856186374904397	-0.026040036311363483;0.012641746646764535;0.022619218374335507;-0.005994922196816003;-0.026599946391782054;-0.013436556232054907;-0.005341885739534742	0.10121774335164511	0.344830126311048	0.09062832978937105	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-G03_dfes.png
LK1-G03	37_SC3	LK1-G03_37_SC3	2	0.344830126311048	-0.026599946391782054	0.39406806499999997;0.0603137810061;0.1657848138557365;0.20556097260780348;0.344830126311048;0.34157278642135047;0.16856186374904397	-0.026040036311363483;0.012641746646764535;0.022619218374335507;-0.005994922196816003;-0.026599946391782054;-0.013436556232054907;-0.005341885739534742	0.10121774335164511	0.344830126311048	0.09062832978937105	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-G03_dfes.png
LK1-G03	37_SC5	LK1-G03_37_SC5	2	0.34157278642135047	-0.013436556232054907	0.39406806499999997;0.0603137810061;0.1657848138557365;0.20556097260780348;0.344830126311048;0.34157278642135047;0.16856186374904397	-0.026040036311363483;0.012641746646764535;0.022619218374335507;-0.005994922196816003;-0.026599946391782054;-0.013436556232054907;-0.005341885739534742	0.10121774335164511	0.344830126311048	0.09062832978937105	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-G03_dfes.png
LK1-G03	37_SC7	LK1-G03_37_SC7	2	0.16856186374904397	-0.005341885739534742	0.39406806499999997;0.0603137810061;0.1657848138557365;0.20556097260780348;0.344830126311048;0.34157278642135047;0.16856186374904397	-0.026040036311363483;0.012641746646764535;0.022619218374335507;-0.005994922196816003;-0.026599946391782054;-0.013436556232054907;-0.005341885739534742	0.10121774335164511	0.344830126311048	0.09062832978937105	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-G03_dfes.png
LK1-H02	30_SC3	LK1-H02_30_SC3	1	0.06588496873752585	0.01041226415899374	nan;0.06588496873752585;0.172159313499477;0.1840045704602615;0.32177325087942354;0.37183153735647456;0.1683226275521685	nan;0.01041226415899374;0.020201253607757482;-0.0008750844236023118;-0.008785977564742815;-0.02021707682600237;0.0005508457612579408	0.10263261451677479	0.37183153735647456	0.08161650580951507	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-H02_dfes.png
LK1-H02	30_SC5	LK1-H02_30_SC5	1	0.172159313499477	0.020201253607757482	nan;0.06588496873752585;0.172159313499477;0.1840045704602615;0.32177325087942354;0.37183153735647456;0.1683226275521685	nan;0.01041226415899374;0.020201253607757482;-0.0008750844236023118;-0.008785977564742815;-0.02021707682600237;0.0005508457612579408	0.10263261451677479	0.37183153735647456	0.08161650580951507	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-H02_dfes.png
LK1-H02	30_SC7	LK1-H02_30_SC7	1	0.1840045704602615	-0.0008750844236023118	nan;0.06588496873752585;0.172159313499477;0.1840045704602615;0.32177325087942354;0.37183153735647456;0.1683226275521685	nan;0.01041226415899374;0.020201253607757482;-0.0008750844236023118;-0.008785977564742815;-0.02021707682600237;0.0005508457612579408	0.10263261451677479	0.37183153735647456	0.08161650580951507	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-H02_dfes.png
LK1-H02	37_SC3	LK1-H02_37_SC3	1	0.32177325087942354	-0.008785977564742815	nan;0.06588496873752585;0.172159313499477;0.1840045704602615;0.32177325087942354;0.37183153735647456;0.1683226275521685	nan;0.01041226415899374;0.020201253607757482;-0.0008750844236023118;-0.008785977564742815;-0.02021707682600237;0.0005508457612579408	0.10263261451677479	0.37183153735647456	0.08161650580951507	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-H02_dfes.png
LK1-H02	37_SC5	LK1-H02_37_SC5	2	0.37183153735647456	-0.02021707682600237	nan;0.06588496873752585;0.172159313499477;0.1840045704602615;0.32177325087942354;0.37183153735647456;0.1683226275521685	nan;0.01041226415899374;0.020201253607757482;-0.0008750844236023118;-0.008785977564742815;-0.02021707682600237;0.0005508457612579408	0.10263261451677479	0.37183153735647456	0.08161650580951507	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-H02_dfes.png
LK1-H02	37_SC7	LK1-H02_37_SC7	2	0.1683226275521685	0.0005508457612579408	nan;0.06588496873752585;0.172159313499477;0.1840045704602615;0.32177325087942354;0.37183153735647456;0.1683226275521685	nan;0.01041226415899374;0.020201253607757482;-0.0008750844236023118;-0.008785977564742815;-0.02021707682600237;0.0005508457612579408	0.10263261451677479	0.37183153735647456	0.08161650580951507	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK1-H02_dfes.png
LK2-A06	30_SC3	LK2-A06_30_SC3	1	0.1186014020998525	0.0070280959048036025	0.262639704;0.1186014020998525;0.1436969459661615;0.18487613929426702;0.1812092821546385;0.19637155889156604;0.21335416839050403	-0.004456429437094229;0.0070280959048036025;0.023001138982678672;-0.001711571015073036;0.00321686866075042;0.009943114657987029;-0.010141671092107311	0.03214808988751974	0.21335416839050403	0.029150006771633055	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-A06_dfes.png
LK2-A06	30_SC5	LK2-A06_30_SC5	1	0.1436969459661615	0.023001138982678672	0.262639704;0.1186014020998525;0.1436969459661615;0.18487613929426702;0.1812092821546385;0.19637155889156604;0.21335416839050403	-0.004456429437094229;0.0070280959048036025;0.023001138982678672;-0.001711571015073036;0.00321686866075042;0.009943114657987029;-0.010141671092107311	0.03214808988751974	0.21335416839050403	0.029150006771633055	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-A06_dfes.png
LK2-A06	30_SC7	LK2-A06_30_SC7	1	0.18487613929426702	-0.001711571015073036	0.262639704;0.1186014020998525;0.1436969459661615;0.18487613929426702;0.1812092821546385;0.19637155889156604;0.21335416839050403	-0.004456429437094229;0.0070280959048036025;0.023001138982678672;-0.001711571015073036;0.00321686866075042;0.009943114657987029;-0.010141671092107311	0.03214808988751974	0.21335416839050403	0.029150006771633055	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-A06_dfes.png
LK2-A06	37_SC3	LK2-A06_37_SC3	1	0.1812092821546385	0.00321686866075042	0.262639704;0.1186014020998525;0.1436969459661615;0.18487613929426702;0.1812092821546385;0.19637155889156604;0.21335416839050403	-0.004456429437094229;0.0070280959048036025;0.023001138982678672;-0.001711571015073036;0.00321686866075042;0.009943114657987029;-0.010141671092107311	0.03214808988751974	0.21335416839050403	0.029150006771633055	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-A06_dfes.png
LK2-A06	37_SC5	LK2-A06_37_SC5	2	0.19637155889156604	0.009943114657987029	0.262639704;0.1186014020998525;0.1436969459661615;0.18487613929426702;0.1812092821546385;0.19637155889156604;0.21335416839050403	-0.004456429437094229;0.0070280959048036025;0.023001138982678672;-0.001711571015073036;0.00321686866075042;0.009943114657987029;-0.010141671092107311	0.03214808988751974	0.21335416839050403	0.029150006771633055	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-A06_dfes.png
LK2-A06	37_SC7	LK2-A06_37_SC7	1	0.21335416839050403	-0.010141671092107311	0.262639704;0.1186014020998525;0.1436969459661615;0.18487613929426702;0.1812092821546385;0.19637155889156604;0.21335416839050403	-0.004456429437094229;0.0070280959048036025;0.023001138982678672;-0.001711571015073036;0.00321686866075042;0.009943114657987029;-0.010141671092107311	0.03214808988751974	0.21335416839050403	0.029150006771633055	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-A06_dfes.png
LK2-A10	30_SC3	LK2-A10_30_SC3	3	0.140196235461451	0.01331907389681611	0.280189912;0.140196235461451;0.2893732665177945;0.25148492944920453;0.21952918164312;0.2581620289779665;0.2536573797391185	-0.005560386993970236;0.01331907389681611;0.014718599142064968;-0.0026381375885236617;0.0091408125656391;-0.00036003379715186746;-0.010870810419333757	0.04715032694871729	0.2893732665177945	0.04436946929572623	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-A10_dfes.png
LK2-A10	30_SC5	LK2-A10_30_SC5	2	0.2893732665177945	0.014718599142064968	0.280189912;0.140196235461451;0.2893732665177945;0.25148492944920453;0.21952918164312;0.2581620289779665;0.2536573797391185	-0.005560386993970236;0.01331907389681611;0.014718599142064968;-0.0026381375885236617;0.0091408125656391;-0.00036003379715186746;-0.010870810419333757	0.04715032694871729	0.2893732665177945	0.04436946929572623	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-A10_dfes.png
LK2-A10	30_SC7	LK2-A10_30_SC7	2	0.25148492944920453	-0.0026381375885236617	0.280189912;0.140196235461451;0.2893732665177945;0.25148492944920453;0.21952918164312;0.2581620289779665;0.2536573797391185	-0.005560386993970236;0.01331907389681611;0.014718599142064968;-0.0026381375885236617;0.0091408125656391;-0.00036003379715186746;-0.010870810419333757	0.04715032694871729	0.2893732665177945	0.04436946929572623	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-A10_dfes.png
LK2-A10	37_SC3	LK2-A10_37_SC3	1	0.21952918164312	0.0091408125656391	0.280189912;0.140196235461451;0.2893732665177945;0.25148492944920453;0.21952918164312;0.2581620289779665;0.2536573797391185	-0.005560386993970236;0.01331907389681611;0.014718599142064968;-0.0026381375885236617;0.0091408125656391;-0.00036003379715186746;-0.010870810419333757	0.04715032694871729	0.2893732665177945	0.04436946929572623	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-A10_dfes.png
LK2-A10	37_SC5	LK2-A10_37_SC5	1	0.2581620289779665	-0.00036003379715186746	0.280189912;0.140196235461451;0.2893732665177945;0.25148492944920453;0.21952918164312;0.2581620289779665;0.2536573797391185	-0.005560386993970236;0.01331907389681611;0.014718599142064968;-0.0026381375885236617;0.0091408125656391;-0.00036003379715186746;-0.010870810419333757	0.04715032694871729	0.2893732665177945	0.04436946929572623	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-A10_dfes.png
LK2-A10	37_SC7	LK2-A10_37_SC7	2	0.2536573797391185	-0.010870810419333757	0.280189912;0.140196235461451;0.2893732665177945;0.25148492944920453;0.21952918164312;0.2581620289779665;0.2536573797391185	-0.005560386993970236;0.01331907389681611;0.014718599142064968;-0.0026381375885236617;0.0091408125656391;-0.00036003379715186746;-0.010870810419333757	0.04715032694871729	0.2893732665177945	0.04436946929572623	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-A10_dfes.png
LK2-A12	30_SC3	LK2-A12_30_SC3	1	0.11535117954829999	0.015463030374856404	0.32038829399999996;0.11535117954829999;0.3445769511399035;0.26267917863454704;0.25786543589984157;0.25910257496612754;0.1812114679383045	-0.023342095366026834;0.015463030374856404;-0.00803318356007743;-0.00891601874739931;-0.0025608013123103565;0.007043116825986954;-0.008554837918072085	0.07195677102767231	0.3445769511399035	0.058526996102625434	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-A12_dfes.png
LK2-A12	30_SC5	LK2-A12_30_SC5	3	0.3445769511399035	-0.00803318356007743	0.32038829399999996;0.11535117954829999;0.3445769511399035;0.26267917863454704;0.25786543589984157;0.25910257496612754;0.1812114679383045	-0.023342095366026834;0.015463030374856404;-0.00803318356007743;-0.00891601874739931;-0.0025608013123103565;0.007043116825986954;-0.008554837918072085	0.07195677102767231	0.3445769511399035	0.058526996102625434	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-A12_dfes.png
LK2-A12	30_SC7	LK2-A12_30_SC7	3	0.26267917863454704	-0.00891601874739931	0.32038829399999996;0.11535117954829999;0.3445769511399035;0.26267917863454704;0.25786543589984157;0.25910257496612754;0.1812114679383045	-0.023342095366026834;0.015463030374856404;-0.00803318356007743;-0.00891601874739931;-0.0025608013123103565;0.007043116825986954;-0.008554837918072085	0.07195677102767231	0.3445769511399035	0.058526996102625434	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-A12_dfes.png
LK2-A12	37_SC3	LK2-A12_37_SC3	1	0.25786543589984157	-0.0025608013123103565	0.32038829399999996;0.11535117954829999;0.3445769511399035;0.26267917863454704;0.25786543589984157;0.25910257496612754;0.1812114679383045	-0.023342095366026834;0.015463030374856404;-0.00803318356007743;-0.00891601874739931;-0.0025608013123103565;0.007043116825986954;-0.008554837918072085	0.07195677102767231	0.3445769511399035	0.058526996102625434	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-A12_dfes.png
LK2-A12	37_SC5	LK2-A12_37_SC5	2	0.25910257496612754	0.007043116825986954	0.32038829399999996;0.11535117954829999;0.3445769511399035;0.26267917863454704;0.25786543589984157;0.25910257496612754;0.1812114679383045	-0.023342095366026834;0.015463030374856404;-0.00803318356007743;-0.00891601874739931;-0.0025608013123103565;0.007043116825986954;-0.008554837918072085	0.07195677102767231	0.3445769511399035	0.058526996102625434	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-A12_dfes.png
LK2-A12	37_SC7	LK2-A12_37_SC7	1	0.1812114679383045	-0.008554837918072085	0.32038829399999996;0.11535117954829999;0.3445769511399035;0.26267917863454704;0.25786543589984157;0.25910257496612754;0.1812114679383045	-0.023342095366026834;0.015463030374856404;-0.00803318356007743;-0.00891601874739931;-0.0025608013123103565;0.007043116825986954;-0.008554837918072085	0.07195677102767231	0.3445769511399035	0.058526996102625434	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-A12_dfes.png
LK2-B07	30_SC3	LK2-B07_30_SC3	3	0.161176863289368	0.009158187007764542	0.34621000999999996;0.161176863289368;0.38192792771698003;0.3197939340354915;0.332609385109785;0.347120185142244;0.29254595544592554	-0.03179854704187148;0.009158187007764542;-0.017529149973144715;-0.018699112267923364;-0.012046075675152174;-0.013612953401380848;-0.02404652060215534	0.07012951164756177	0.38192792771698003	0.06717995009509094	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-B07_dfes.png
LK2-B07	30_SC5	LK2-B07_30_SC5	3	0.38192792771698003	-0.017529149973144715	0.34621000999999996;0.161176863289368;0.38192792771698003;0.3197939340354915;0.332609385109785;0.347120185142244;0.29254595544592554	-0.03179854704187148;0.009158187007764542;-0.017529149973144715;-0.018699112267923364;-0.012046075675152174;-0.013612953401380848;-0.02404652060215534	0.07012951164756177	0.38192792771698003	0.06717995009509094	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-B07_dfes.png
LK2-B07	30_SC7	LK2-B07_30_SC7	3	0.3197939340354915	-0.018699112267923364	0.34621000999999996;0.161176863289368;0.38192792771698003;0.3197939340354915;0.332609385109785;0.347120185142244;0.29254595544592554	-0.03179854704187148;0.009158187007764542;-0.017529149973144715;-0.018699112267923364;-0.012046075675152174;-0.013612953401380848;-0.02404652060215534	0.07012951164756177	0.38192792771698003	0.06717995009509094	YPD;30_SC3;30_SC5;30_SC7;37_SC3;37_SC5;37_SC7	data/DFEs/LK2-B07_dfes.png
