Mut_ID,BC_ID,Gene,T0,T1,T2,T3,T3,Log10_freq_trajectory
104,817468,in FUN30,,3.0,,,,nan;-4.866797163399304;nan;nan;nan
104,838151,in FUN30,381.0,774.0,502.0,226.0,226.0,-2.3672189180675116;-2.455177457436074;-2.529545893978649;-2.4751245540006646;-2.6278054716584394
104,876282,in FUN30,2.0,,,,,-4.64711389807915;nan;nan;nan;nan
104,892343,in FUN30,11.0,35.0,13.0,14.0,14.0,-3.906751208584906;-3.799850373768691;-4.116306258816832;-3.6831049574698276;-4.38113313831705
104,948717,in FUN30,1.0,2.0,1.0,,,-4.948143893743131;-5.042888422454985;-5.230249611123669;nan;nan
104,973268,in FUN30,112.0,271.0,135.0,73.0,73.0,-2.8989258710729495;-2.9109491272445607;-3.099915842628662;-2.9659101330276094;-3.1549630149180516
104,994362,in FUN30,88.0,230.0,127.0,42.0,42.0,-3.0036612215929623;-2.9821905821013734;-3.1264458901677115;-3.205983702750165;-3.1815607834118467
105,918189,in EBS1,1.0,14.0,4.0,2.0,2.0,-4.948143893743131;-4.197790382440728;-4.628189619795706;-4.528202997484084;-4.557224397372732
105,977040,in EBS1,201.0,460.0,393.0,184.0,184.0,-2.6449478363226424;-2.681160586437392;-2.6358570607482417;-2.564415170138529;-2.6017771867950366
107,315276,in PDE2,,2.0,,,,nan;-5.042888422454985;nan;nan;nan
108,1013472,in TRP2,434.0,834.0,672.0,131.0,131.0,-2.31065416423062;-2.4227523674812277;-2.4028803380698434;-2.7119616974923013;-2.6278054716584394
108,1023372,in TRP2,3.0,,,,,-4.471022639023468;nan;nan;nan;nan
108,185749,in TRP2,178.0,331.0,178.0,79.0,79.0,-2.697723891434237;-2.8240904243432476;-2.9798296088147747;-2.931605901857624;-3.072924558025946
108,334880,in TRP2,19.0,44.0,17.0,9.0,9.0,-3.669390292790302;-3.700465741632779;-3.9998006897453946;-3.8749904837087406;-4.045341036393857
108,346483,in TRP2,85.0,224.0,115.0,62.0,62.0,-3.0187249680288386;-2.9936703997848038;-3.169551770770057;-3.0368413036498114;-3.2247859374571264
108,492598,in TRP2,298.0,697.0,454.0,136.0,136.0,-2.4739276296668757;-2.500685640020957;-2.5731937582665645;-2.695694084777848;-2.7393286402109362
108,505348,in TRP2,464.0,1036.0,643.0,221.0,221.0,-2.2816259131882504;-2.328558662709752;-2.4220386381994463;-2.4848407194629547;-2.6177051447541135
108,604036,in TRP2,288.0,472.0,308.0,57.0,57.0,-2.4887514059839004;-2.6699764194848785;-2.7416988946232244;-3.073358137475574;-2.858254393036713
108,639315,in TRP2,4.0,3.0,,1.0,1.0,-4.3460839024151685;-4.866797163399304;nan;-4.829232993148065;nan
108,737884,in TRP2,1.0,5.0,,1.0,1.0,-4.948143893743131;-4.644948413782948;nan;-4.829232993148065;nan
108,781610,in TRP2,40.0,77.0,24.0,18.0,18.0,-3.346083902415169;-3.4574276929464847;-3.8500383694120623;-3.5739604880447593;-3.5258159331211076
108,826787,in TRP2,491.0,992.0,803.0,245.0,245.0,-2.257062401620163;-2.3474067459647876;-2.3255340658449875;-2.440066908783533;-2.602981887933407
108,828605,in TRP2,2.0,11.0,9.0,4.0,4.0,-4.64711389807915;-4.302525732960741;-4.2760071016843435;-4.227173001820103;-4.2561944017087505
108,858404,in TRP2,6.0,10.0,10.0,,,-4.169992643359487;-4.3439184181189665;-4.230249611123669;nan;nan
108,879849,in TRP2,202.0,489.0,326.0,111.0,111.0,-2.642792524296507;-2.6546095589953462;-2.7170320110557293;-2.783910014361408;-2.8759831599971446
10,1017592,nearby MET4,,,,,,nan;nan;nan;nan;-4.38113313831705
10,1077745,nearby MET4,2.0,9.0,2.0,3.0,3.0,-4.64711389807915;-4.389675908679641;-4.9292196154596875;-4.352111738428403;-4.682163133981032
10,122280,nearby MET4,91.0,181.0,70.0,42.0,42.0,-2.9891025014220376;-3.086239843249782;-3.385151571109412;-3.205983702750165;-3.7790731469890884
10,194437,nearby MET4,132.0,282.0,152.0,68.0,68.0,-2.8275699625372814;-2.893669309799605;-3.048406023178896;-2.996724080441829;-3.177013155661126
10,282541,nearby MET4,174.0,681.0,386.0,93.0,93.0,-2.7075946454605315;-2.5107713062061814;-2.6436623064519136;-2.8607500445941305;-3.110066366030513
10,343519,nearby MET4,9.0,20.0,10.0,7.0,7.0,-3.9939013843038063;-4.042888422454985;-4.230249611123669;-3.984134953133809;-4.38113313831705
10,409357,nearby MET4,,1.0,,,,nan;-5.3439184181189665;nan;nan;nan
10,479529,nearby MET4,76.0,154.0,85.0,41.0,41.0,-3.0673303014623396;-3.1563976972825034;-3.300830685409376;-3.21644913642833;-3.602981887933407
10,486043,nearby MET4,3.0,4.0,,3.0,3.0,-4.471022639023468;-4.741858426791004;nan;-4.352111738428403;nan
10,530995,nearby MET4,3.0,3.0,,1.0,1.0,-4.471022639023468;-4.866797163399304;nan;-4.829232993148065;nan
10,60130,nearby MET4,1185.0,2422.0,1617.0,452.0,452.0,-1.8744255433970085;-1.9597442793119328;-2.0215395912172673;-2.1740945583366833;-2.3172995841105806
10,651456,nearby MET4,1.0,,,,,-4.948143893743131;nan;nan;nan;nan
10,745638,nearby MET4,12.0,10.0,10.0,,,-3.8689626476955064;-4.3439184181189665;-4.230249611123669;nan;-4.205041879261369
10,782929,nearby MET4,355.0,593.0,466.0,149.0,149.0,-2.3979155406880373;-2.570863724754704;-2.561863694433668;-2.6560467247357913;-2.837065093966775
10,792142,nearby MET4,4.0,2.0,5.0,,,-4.3460839024151685;-5.042888422454985;-4.53127960678765;nan;nan
10,859650,nearby MET4,,,,2.0,2.0,nan;nan;nan;-4.528202997484084;nan
10,930027,nearby MET4,7.0,10.0,,,,-4.103045853728874;-4.3439184181189665;nan;nan;nan
110,1104816,in SCJ1,234.0,568.0,590.0,347.0,347.0,-2.5789280363329885;-2.5895700824079477;-2.459397599481524;-2.2889035183571917;-2.2924065743631954
110,273330,in SCJ1,41.0,151.0,156.0,84.0,84.0,-3.3353600370233956;-3.164941470825797;-3.0371250127692067;-2.9049537070861837;-2.818840273860576
110,304115,in SCJ1,,1.0,,9.0,9.0,nan;-5.3439184181189665;nan;-3.8749904837087406;-4.4603143843646755
110,334979,in SCJ1,525.0,1698.0,1808.0,870.0,870.0,-2.2279845903371744;-2.1139807322110324;-1.973051184984324;-1.8897137405294469;-1.7968019139495197
110,506568,in SCJ1,282.0,668.0,672.0,402.0,402.0,-2.49789478542377;-2.5191419556434207;-2.4028803380698434;-2.2250069400635955;-2.166289290269353
110,515867,in SCJ1,1.0,,,,,-4.948143893743131;nan;nan;nan;nan
110,63723,in SCJ1,213.0,787.0,725.0,452.0,452.0,-2.6197642903043934;-2.4479436857599017;-2.3699116045526747;-2.1740945583366833;-2.1847726959633658
110,756391,in SCJ1,188.0,539.0,587.0,294.0,294.0,-2.6739860444794514;-2.6123296529322277;-2.461611509876054;-2.360885662735908;-2.307414787970928
110,798986,in SCJ1,117.0,323.0,309.0,159.0,159.0,-2.8799580319969693;-2.8347158957878635;-2.7402911316988336;-2.627835868827614;-2.580645178732622
114,1152642,in STE24,,,,,,nan;nan;nan;nan;-5.159284388700694
114,151780,in STE24,79.0,244.0,284.0,121.0,121.0,-3.0505168024526896;-2.956528591780237;-2.7769312710766307;-2.7464476228316155;-2.568219781674195
114,294706,in STE24,,,9.0,,,nan;nan;-4.2760071016843435;nan;nan
114,358086,in STE24,1.0,,,,,-4.948143893743131;nan;nan;nan;nan
114,502188,in STE24,,,1.0,,,nan;nan;-5.230249611123669;nan;nan
114,513582,in STE24,,,1.0,,,nan;nan;-5.230249611123669;nan;nan
114,543062,in STE24,,,5.0,,,nan;nan;-4.53127960678765;nan;nan
114,556105,in STE24,1.0,,,,,-4.948143893743131;nan;nan;nan;nan
114,561979,in STE24,,,,,,nan;nan;nan;nan;-5.159284388700694
114,893410,in STE24,707.0,1922.0,2323.0,1421.0,1421.0,-2.098724479946232;-2.06016503478644;-1.864200401323433;-1.6766389152205956;-1.6110178435299491
115,1018704,in FLC2,87.0,285.0,291.0,105.0,105.0,-3.0086246411245128;-2.8890735581104563;-2.7663566221377613;-2.8080436940781275;-2.7527442082667393
115,1029518,in FLC2,620.0,1732.0,1575.0,556.0,556.0,-2.155752204244877;-2.1053705304376384;-2.032969052998049;-2.084158201566008;-1.9513808583146426
115,1077929,in FLC2,105.0,254.0,249.0,133.0,133.0,-2.926954594673193;-2.9390847014990285;-2.834050264027932;-2.7053813521809795;-2.768349281597315
115,11091,in FLC2,438.0,1149.0,1013.0,488.0,488.0,-2.3066697832390317;-2.283598389430681;-2.224640165763388;-2.140813171145355;-2.108131866253313
115,143541,in FLC2,437.0,1032.0,1081.0,465.0,465.0,-2.307662456772709;-2.330238720827774;-2.196423917170358;-2.1617800402581113;-2.1435056323116535
115,168360,in FLC2,,2.0,,,,nan;-5.042888422454985;nan;nan;nan
115,399076,in FLC2,339.0,804.0,781.0,332.0,332.0,-2.417944195540049;-2.438662369370515;-2.3375985772463683;-2.308094909444029;-2.2497283594595188
115,409263,in FLC2,314.0,875.0,769.0,341.0,341.0,-2.451214245669916;-2.4019103650966533;-2.3443232713222373;-2.2964786141555678;-2.2989463821297007
115,430256,in FLC2,37.0,54.0,100.0,23.0,23.0,-3.379942169676136;-3.611524658295998;-3.2302496111236683;-3.4675051571304727;-3.3080260399816193
115,443439,in FLC2,173.0,363.0,309.0,92.0,92.0,-2.7100977906143355;-2.784011793082854;-2.7402911316988336;-2.86544516580251;-2.6582251264829426
115,464404,in FLC2,74.0,160.0,121.0,84.0,84.0,-3.078912174012155;-3.1397984354630415;-3.1474642408072184;-2.9049537070861837;-3.142251049401914
115,55170,in FLC2,,6.0,8.0,2.0,2.0,nan;-4.565767167735323;-4.327159624131725;-4.528202997484084;-4.4603143843646755
115,637747,in FLC2,,2.0,1.0,4.0,4.0,nan;-5.042888422454985;-5.230249611123669;-4.227173001820103;nan
115,705252,in FLC2,97.0,248.0,274.0,81.0,81.0,-2.9613721594768863;-2.94946673729275;-2.7924990483032803;-2.920747974269416;-2.788216526428958
115,727757,in FLC2,2.0,,,,,-4.64711389807915;nan;nan;nan;nan
115,748576,in FLC2,,9.0,,,,nan;-4.389675908679641;nan;nan;-4.858254393036713
115,808636,in FLC2,308.0,471.0,447.0,207.0,207.0,-2.4595931772426867;-2.6708975109900703;-2.579942087991732;-2.5132626476911475;-2.5022285358435905
115,844988,in FLC2,163.0,438.0,410.0,170.0,170.0,-2.7359562893391733;-2.7024443076148668;-2.617465754403933;-2.5987840717697916;-2.444954628955461
115,85036,in FLC2,,,,,,nan;nan;nan;nan;-4.858254393036713
115,878748,in FLC2,148.0,453.0,307.0,172.0,172.0,-2.777882178348174;-2.6878202161061346;-2.7431112356464817;-2.5937045462405166;-2.6189549139098207
115,897009,in FLC2,2.0,3.0,1.0,,,-4.64711389807915;-4.866797163399304;-5.230249611123669;nan;nan
115,92428,in FLC2,94.0,179.0,181.0,46.0,46.0,-2.9750160401434327;-3.091065387139073;-2.972571036254484;-3.1664751614664914;-2.989022673305737
115,96023,in FLC2,236.0,344.0,332.0,134.0,134.0,-2.5752318907730247;-2.807359975547436;-2.709111527419632;-2.7021281947832576;-2.5671076313048276
117,14200,in NOT3,34.0,95.0,198.0,234.0,234.0,-3.416664976700876;-3.3661948128301185;-2.9335844208621373;-2.4600171357379224;-2.1889375124706008
117,293282,in NOT3,1.0,,,,,-4.948143893743131;nan;nan;nan;nan
117,303188,in NOT3,,15.0,7.0,10.0,10.0,nan;-4.167827159063285;-4.385151571109412;-3.8292329931480653;-3.727920624541707
117,370652,in NOT3,33.0,180.0,344.0,377.0,377.0,-3.4296299538652435;-3.0886459130156605;-2.6936911685521383;-2.2528916429422727;-1.980019924361669
117,722858,in NOT3,67.0,575.0,876.0,776.0,776.0,-3.1220690910423046;-2.584250573429336;-2.2877455049555877;-1.939371271889877;-1.6658263377055058
117,81771,in NOT3,145.0,933.0,1599.0,1546.0,1546.0,-2.786775891508156;-2.3740367743724664;-2.0264011473774337;-1.6400235035657593;-1.4306871453172627
117,918581,in NOT3,15.0,61.0,160.0,113.0,113.0,-3.7720526346874497;-3.5585885831081994;-3.0261296284677437;-2.776154549664646;-2.5089768655687577
119,1001600,in CBS1,3.0,3.0,5.0,2.0,2.0,-4.471022639023468;-4.866797163399304;-4.53127960678765;-4.528202997484084;nan
119,187038,in CBS1,2.0,,,,,-4.64711389807915;nan;nan;nan;nan
119,206395,in CBS1,1.0,6.0,2.0,,,-4.948143893743131;-4.565767167735323;-4.9292196154596875;nan;nan
119,728350,in CBS1,1.0,,,,,-4.948143893743131;nan;nan;nan;nan
119,915569,in CBS1,1.0,,,,,-4.948143893743131;nan;nan;nan;nan
11,25206,nearby UTP22,464.0,860.0,634.0,229.0,229.0,-2.2816259131882504;-2.4094199668753986;-2.428160353241936;-2.4693975108081774;-2.6998919009414633
11,34865,nearby UTP22,531.0,1172.0,797.0,235.0,235.0,-2.223049372661662;-2.2749908064368944;-2.328791289727556;-2.458165130876329;-2.4483212697054184
11,856769,nearby UTP22,72.0,195.0,111.0,16.0,16.0,-3.0908113973118625;-3.053883806756448;-3.184926632337011;-3.6251130104921407;-3.411096361694494
120,296335,nearby RPL16A,381.0,646.0,524.0,172.0,172.0,-2.3672189180675116;-2.5336859001238823;-2.5109183241399418;-2.5937045462405166;-2.797556552683101
121,1098465,in COG8,2.0,14.0,10.0,5.0,5.0,-4.64711389807915;-4.197790382440728;-4.230249611123669;-4.130262988812047;-4.858254393036713
121,118494,in COG8,,7.0,3.0,,,nan;-4.49882037810471;-4.753128356404006;nan;-4.858254393036713
121,159220,in COG8,7.0,6.0,3.0,5.0,5.0,-4.103045853728874;-4.565767167735323;-4.753128356404006;-4.130262988812047;-4.557224397372732
121,186875,in COG8,,,,,,nan;nan;nan;nan;-4.682163133981032
121,247121,in COG8,69.0,218.0,120.0,68.0,68.0,-3.109294803005876;-3.0054619245143614;-3.1510683650760436;-2.996724080441829;-3.0225638215442876
121,262912,in COG8,402.0,857.0,643.0,229.0,229.0,-2.343917840658661;-2.410937596195768;-2.4220386381994463;-2.4693975108081774;-2.4762373504618447
121,304274,in COG8,142.0,364.0,217.0,102.0,102.0,-2.7958555493600747;-2.7828170344699106;-2.893789877275139;-2.820632821386148;-2.8737270796929204
121,51967,in COG8,,1.0,8.0,1.0,1.0,nan;-5.3439184181189665;-4.327159624131725;-4.829232993148065;-3.837065093966775
121,570319,in COG8,256.0,558.0,527.0,183.0,183.0,-2.5399039284312814;-2.597284219181388;-2.508438995911122;-2.566781903417636;-2.568219781674195
121,72230,in COG8,101.0,215.0,152.0,117.0,117.0,-2.9438225199604884;-3.011479958203361;-3.048406023178896;-2.7610471314019036;-2.84753052764494
121,795063,in COG8,1254.0,2998.0,2114.0,995.0,995.0,-1.8498463572484336;-1.8670867896067056;-1.905144628152261;-1.83140991240234;-1.9940400625753834
121,813082,in COG8,1.0,,1.0,,,-4.948143893743131;nan;-5.230249611123669;nan;nan
121,823499,in COG8,2.0,5.0,1.0,,,-4.64711389807915;-4.644948413782948;-5.230249611123669;nan;-5.159284388700694
121,901618,in COG8,776.0,1628.0,1326.0,497.0,497.0,-2.0582821724849425;-2.132264017565784;-2.1077060870549142;-2.1328766044147334;-2.2391610624099703
122,213564,in SIR3,219.0,421.0,190.0,28.0,28.0,-2.607699778903013;-2.719636322283298;-2.9514960101708394;-3.3820749618058463;-4.117891703542469
123,1004646,nearby SFP1,,7.0,2.0,6.0,6.0,nan;-4.49882037810471;-4.9292196154596875;-4.0510817427644215;-4.38113313831705
123,1099768,nearby SFP1,,9.0,3.0,,,nan;-4.389675908679641;-4.753128356404006;nan;-4.4603143843646755
123,273272,nearby SFP1,67.0,134.0,181.0,87.0,87.0,-3.1220690910423046;-3.216813619754159;-2.972571036254484;-2.889713740529447;-3.0486946784014455
123,305,nearby SFP1,295.0,812.0,712.0,283.0,283.0,-2.478321877764968;-2.434362388877791;-2.377769617486812;-2.377446557623775;-2.3833100575713253
123,57741,nearby SFP1,4.0,1.0,5.0,,,-4.3460839024151685;-5.3439184181189665;-4.53127960678765;nan;-4.117891703542469
123,584736,nearby SFP1,409.0,1070.0,928.0,432.0,432.0,-2.336420585735789;-2.314534640433757;-2.2627016349048064;-2.1937492463331534;-2.201677101640599
123,601096,nearby SFP1,473.0,1459.0,1194.0,567.0,567.0,-2.2732827530053195;-2.1798631262255146;-2.153245284330318;-2.075649934255159;-2.0370685104278676
123,864534,nearby SFP1,185.0,570.0,434.0,226.0,226.0,-2.6809721653401173;-2.588043562446475;-2.592759881611158;-2.4751245540006646;-2.5197978994321084
124,1062894,nearby NUP157,561.0,2422.0,1723.0,585.0,585.0,-2.19918103248697;-1.9597442793119328;-1.9939643336756399;-2.062077127065885;-2.3068043950638377
124,215064,nearby NUP157,,,7.0,,,nan;nan;-4.385151571109412;nan;nan
124,225900,nearby NUP157,1.0,5.0,1.0,,,-4.948143893743131;-4.644948413782948;-5.230249611123669;nan;-4.38113313831705
124,268050,nearby NUP157,65.0,252.0,138.0,51.0,51.0,-3.1352305371002753;-2.9425178773374223;-3.090370524722432;-3.121662817050129;-3.267189786010214
124,295762,nearby NUP157,28.0,84.0,72.0,9.0,9.0,-3.500985862400912;-3.4196391320570845;-3.3729171146923997;-3.8749904837087406;-3.92883546732242
124,385046,nearby NUP157,3.0,,,,,-4.471022639023468;nan;nan;nan;nan
124,551501,nearby NUP157,228.0,716.0,504.0,137.0,137.0,-2.5902090467426775;-2.4890053958111107;-2.5278190746781433;-2.6925124259916586;-2.7231217416599383
124,634478,nearby NUP157,226.0,1127.0,666.0,184.0,184.0,-2.5940354545957303;-2.29199450207286;-2.4067753819533673;-2.564415170138529;-2.638146304996658
124,796586,nearby NUP157,81.0,314.0,190.0,44.0,44.0,-3.0396588748644815;-2.8469887700457517;-2.9514960101708394;-3.185780316661878;-3.261657297410253
124,991856,nearby NUP157,194.0,701.0,577.0,124.0,124.0,-2.660342163812905;-2.4982004001523075;-2.469073797967937;-2.73581130798583;-2.768349281597315
127,1075073,in MPC2,123.0,290.0,229.0,69.0,69.0,-2.8582387823037334;-2.8815204202200104;-2.8704141287837803;-2.99038390241081;-3.0039483512356324
127,229896,in MPC2,1.0,,,,,-4.948143893743131;nan;nan;nan;nan
127,318458,in MPC2,778.0,2076.0,1403.0,412.0,412.0,-2.057164296753442;-2.0266910689425464;-2.0831919400953085;-2.214335777114931;-2.333209585999868
127,412229,in MPC2,1.0,,,,,-4.948143893743131;nan;nan;nan;nan
127,44952,in MPC2,48.0,138.0,89.0,24.0,24.0,-3.266902656367544;-3.20403933171773;-3.2808596044787555;-3.4490217514364594;-3.4432810450658953
127,454424,in MPC2,462.0,1264.0,747.0,230.0,230.0,-2.2835019181870058;-2.2421713441726;-2.3569290093082698;-2.4675051571304727;-2.4391250852947373
127,488223,in MPC2,5.0,9.0,4.0,,,-4.249173889407112;-4.389675908679641;-4.628189619795706;nan;nan
127,760730,in MPC2,312.0,867.0,602.0,198.0,198.0,-2.453989299724688;-2.405899320642756;-2.450653119865844;-2.5325678028865344;-2.5910826646336993
127,823958,in MPC2,260.0,621.0,427.0,117.0,117.0,-2.5331705457723133;-2.550826817942386;-2.5998217360986446;-2.7610471314019036;-2.9088643863918002
127,852635,in MPC2,,,,5.0,5.0,nan;nan;nan;-4.130262988812047;nan
127,865196,in MPC2,368.0,885.0,651.0,188.0,188.0,-2.3822960750696134;-2.396975147421141;-2.4166686225554765;-2.5550751438843857;-2.666523999673857
127,870646,in MPC2,59.0,120.0,63.0,22.0,22.0,-3.177291882100987;-3.2647371720713414;-3.4309090616700866;-3.486810312325859;-3.3668926992024404
127,927445,in MPC2,198.0,535.0,347.0,97.0,97.0,-2.6514787034816;-2.615564636097738;-2.6899201363327947;-2.8424612588818206;-2.9339751069748314
14,1372,in DPB4,65.0,185.0,204.0,75.0,75.0,-3.1352305371002753;-3.0767466897159523;-2.9206194436977695;-2.954171729756365;-2.812931414250056
