"Environment","Bio_rep","Flask","Strain","Mut_ID","Sel_coef"
"30_SC7","1","1","LK5-G01","26","-0.000313005323522811"
"30_SC7","1","1","LK5-G01","72","0.0592634675283106"
"30_SC7","1","1","LK5-G01","68","0.00299984316113942"
"30_SC7","1","1","LK5-G01","121","-0.0133663883646375"
"30_SC7","1","1","LK5-G01","67","-0.0203850614859374"
"30_SC7","1","1","LK5-G01","17","-0.0217062083350952"
"30_SC7","1","1","LK5-G01","124","-0.0113995648691321"
"30_SC7","1","1","LK5-G01","99","0.00398798434487348"
"30_SC7","1","1","LK5-G01","6","-0.00377880171396574"
"30_SC7","1","1","LK5-G01","1","-0.00734156949143197"
"30_SC7","1","1","LK5-G01","46","-0.00356066778191808"
"30_SC7","1","1","LK5-G01","63","-0.0131420329719162"
"30_SC7","1","1","LK5-G01","88","0.0316296893764078"
"30_SC7","1","1","LK5-G01","80","-0.0134831221645121"
"30_SC7","1","1","LK5-G01","104","-0.000222445054731395"
"30_SC7","1","1","LK5-G01","127","0.00478750606160641"
"30_SC7","1","1","LK5-G01","47","-0.0046516311"
"30_SC7","1","1","LK5-G01","70","-0.00806924729315027"
"30_SC7","1","1","LK5-G01","49","-0.0053015237243421"
"30_SC7","1","1","LK5-G01","23","0.00974523433788247"
"30_SC7","1","1","LK5-G01","53","0.0357031572389188"
"30_SC7","1","1","LK5-G01","52","-0.00580573309402556"
"30_SC7","1","1","LK5-G01","108","0.00245454433776687"
"30_SC7","1","1","LK5-G01","35","0.0121779364902724"
"30_SC7","1","1","LK5-G01","110","0.00357669103535639"
"30_SC7","1","1","LK5-G01","9","-0.0223353416874375"
"30_SC7","1","1","LK5-G01","109","0.036321235"
"30_SC7","1","1","LK5-G01","61","-0.0591172739990434"
"30_SC7","1","1","LK5-G01","3","-0.000637034182356886"
"30_SC7","1","1","LK5-G01","92","0.0278991882530993"
"30_SC7","1","1","LK5-G01","51","-0.0115007701581228"
"30_SC7","1","1","LK5-G01","91","0.0108109133890739"
"30_SC7","1","1","LK5-G01","57","-0.00359386433996299"
"30_SC7","1","1","LK5-G01","44","0.0111456719804176"
"30_SC7","1","1","LK5-G01","85","-0.000907656928770609"
"30_SC7","1","1","LK5-G01","2","0.0167815738000368"
"30_SC7","1","1","LK5-G01","58","0.00565614673272049"
"30_SC7","1","1","LK5-G01","7","-0.00302964022972778"
"30_SC7","1","1","LK5-G01","62","-0.00126041770263486"
"30_SC7","1","1","LK5-G01","103","0.000928697716177453"
"30_SC7","1","1","LK5-G01","69","-0.00333481045991339"
"30_SC7","1","1","LK5-G01","14","0.0139547978144375"
"30_SC7","1","1","LK5-G01","122","-0.05903386"
"30_SC7","1","1","LK5-G01","43","-0.0144551513896145"
"30_SC7","1","1","LK5-G01","101","-0.0278023316712158"
"30_SC7","1","1","LK5-G01","77","0.0112786"
"30_SC7","1","1","LK5-G01","82","-0.001031697576878"
"30_SC7","1","1","LK5-G01","59","-0.0202226687504949"
"30_SC7","1","1","LK5-G01","11","0.037404352486438"
"30_SC7","1","1","LK5-G01","10","-5.13662315871123e-05"
"30_SC7","1","1","LK5-G01","45","-0.072259825"
"30_SC7","1","1","LK5-G01","29","-0.0173083488516822"
"30_SC7","1","1","LK5-G01","55","-0.0150138116334093"
"30_SC7","1","1","LK5-G01","34","0.0362286375"
"30_SC7","1","1","LK5-G01","114","0.0102249264454542"
"30_SC7","1","1","LK5-G01","83","-0.0247026784485165"
"30_SC7","1","1","LK5-G01","102","-0.00647735287268691"
"30_SC7","1","1","LK5-G01","25","0.000785556146089997"
"30_SC7","1","1","LK5-G01","5","-0.0240004663150721"
"30_SC7","1","1","LK5-G01","86","-0.0208280015395566"
"30_SC7","1","1","LK5-G01","60","0.0222223230161691"
"30_SC7","1","1","LK5-G01","107","-0.0045297524942016"
"30_SC7","1","1","LK5-G01","71","-0.00711360344821944"
"30_SC7","1","1","LK5-G01","18","0.091394415"
"30_SC7","1","1","LK5-G01","22","0.0353432850206029"
"30_SC7","1","1","LK5-G01","16","-4.91841627073594e-05"
"30_SC7","1","1","LK5-G01","27","-0.03516690725"
"30_SC7","1","1","LK5-G01","96","0.0473172766666667"
"30_SC7","1","1","LK5-G01","123","-0.0269525025"
"30_SC7","1","1","LK5-G01","40","-0.075577825"
"30_SC7","1","1","LK5-G01","115","0.0364289246665038"
"30_SC7","1","1","LK5-G01","84","0.0329657225"
"30_SC7","1","1","LK5-G01","36","-0.0039038475"
"30_SC7","1","1","LK5-G01","75","0.1371699"
"30_SC7","1","1","LK5-G01","105","0.0272660025"
"30_SC7","1","1","LK5-G03","68","0.00533074928004268"
"30_SC7","1","1","LK5-G03","92","0.0217395176274877"
"30_SC7","1","1","LK5-G03","103","0.00331593246549599"
"30_SC7","1","1","LK5-G03","58","0.0135601137066319"
"30_SC7","1","1","LK5-G03","30","-0.0151287109803844"
"30_SC7","1","1","LK5-G03","36","-0.00996264289989332"
"30_SC7","1","1","LK5-G03","15","0.0332134448015174"
"30_SC7","1","1","LK5-G03","66","0.0126457616205011"
"30_SC7","1","1","LK5-G03","59","-0.00299322114293874"
"30_SC7","1","1","LK5-G03","60","0.0207291392392182"
"30_SC7","1","1","LK5-G03","84","0.0261279058979851"
"30_SC7","1","1","LK5-G03","102","0.00232894769739213"
"30_SC7","1","1","LK5-G03","5","-0.00510938925"
"30_SC7","1","1","LK5-G03","63","-0.0217386277425883"
"30_SC7","1","1","LK5-G03","7","0.0188190689255017"
"30_SC7","1","1","LK5-G03","110","0.000279558800706579"
"30_SC7","1","1","LK5-G03","81","0.0315474942121651"
"30_SC7","1","1","LK5-G03","104","0.0186819633749372"
"30_SC7","1","1","LK5-G03","6","-0.0089430255439774"
"30_SC7","1","1","LK5-G03","51","0.00325857821729277"
"30_SC7","1","1","LK5-G03","114","-0.00445177098552163"
"30_SC7","1","1","LK5-G03","107","-0.0768286566041742"
"30_SC7","1","1","LK5-G03","83","-0.0410942620282184"
"30_SC7","1","1","LK5-G03","124","-0.00852940830753696"
"30_SC7","1","1","LK5-G03","101","-0.0183600734267481"
"30_SC7","1","1","LK5-G03","62","0.00222549821566444"
"30_SC7","1","1","LK5-G03","23","0.020449311389169"
"30_SC7","1","1","LK5-G03","55","0.0117345972618418"
"30_SC7","1","1","LK5-G03","99","-0.00667469332458821"
"30_SC7","1","1","LK5-G03","108","-0.00396324357452375"
"30_SC7","1","1","LK5-G03","1","0.00226953486139521"
"30_SC7","1","1","LK5-G03","115","0.0208033577990938"
"30_SC7","1","1","LK5-G03","33","-0.0535230878791703"
"30_SC7","1","1","LK5-G03","88","0.0315683150891211"
"30_SC7","1","1","LK5-G03","18","8.77704508518309e-05"
"30_SC7","1","1","LK5-G03","14","0.0104484615542294"
"30_SC7","1","1","LK5-G03","76","-0.02707107975"
"30_SC7","1","1","LK5-G03","50","-0.0345474618292351"
"30_SC7","1","1","LK5-G03","10","0.0074746280764951"
"30_SC7","1","1","LK5-G03","61","-0.0437757300897942"
"30_SC7","1","1","LK5-G03","94","-0.00867456840208355"
"30_SC7","1","1","LK5-G03","35","0.019760540345501"
"30_SC7","1","1","LK5-G03","80","-0.0193109197334157"
"30_SC7","1","1","LK5-G03","21","0.0287232475"
"30_SC7","1","1","LK5-G03","127","0.0039738816948476"
"30_SC7","1","1","LK5-G03","91","0.00489409978159418"
"30_SC7","1","1","LK5-G03","24","-0.00582312823790676"
"30_SC7","1","1","LK5-G03","25","0.0112553704744588"
"30_SC7","1","1","LK5-G03","17","-0.00360285236490376"
"30_SC7","1","1","LK5-G03","44","0.00809808300312732"
"30_SC7","1","1","LK5-G03","67","-0.0464996146566335"
"30_SC7","1","1","LK5-G03","16","-0.0243211475"
"30_SC7","1","1","LK5-G03","3","0.0135916588183474"
"30_SC7","1","1","LK5-G03","72","0.0435545930898554"
"30_SC7","1","1","LK5-G03","69","-0.00243785136908123"
"30_SC7","1","1","LK5-G03","120","-0.002838765"
"30_SC7","1","1","LK5-G03","121","-0.100089475"
"30_SC7","1","1","LK5-G03","75","-0.069746215"
"30_SC7","1","1","LK5-G03","2","0.0107678161845403"
"30_SC7","1","1","LK5-G03","41","0.00962124565187805"
"30_SC7","1","1","LK5-G03","85","-0.00391237222550542"
"30_SC7","1","1","LK5-G03","29","-0.00431239193109018"
"30_SC7","1","1","LK5-G03","97","0.0197898408264306"
"30_SC7","1","1","LK5-G03","26","0.00445514980245501"
"30_SC7","1","1","LK5-G03","82","0.002382251"
"30_SC7","1","1","LK5-G03","57","-0.0330295655"
"30_SC7","1","1","LK5-G03","119","-0.00756912"
"30_SC7","1","1","LK5-G03","43","0.00585497675"
"30_SC7","1","1","LK5-G03","52","-0.03686282"
"30_SC7","1","1","LK5-G03","86","-0.011423781"
"30_SC7","1","1","LK5-G03","45","-0.0384374738669264"
"30_SC7","1","1","LK5-G03","11","-0.067728355"
"30_SC7","1","1","LK5-G03","105","0.0300326425"
"30_SC7","1","1","LK5-G03","46","-0.0584156395"
"30_SC7","1","1","LK6-D06","108","0.0153551936371186"
"30_SC7","1","1","LK6-D06","124","-0.00527746014099585"
"30_SC7","1","1","LK6-D06","104","0.00967057571106584"
"30_SC7","1","1","LK6-D06","71","-0.0207930442423657"
"30_SC7","1","1","LK6-D06","66","0.0287851395638794"
"30_SC7","1","1","LK6-D06","15","0.0409984514260982"
"30_SC7","1","1","LK6-D06","9","-0.0116711988607188"
"30_SC7","1","1","LK6-D06","7","0.0106998830754994"
"30_SC7","1","1","LK6-D06","123","0.0229723020336315"
"30_SC7","1","1","LK6-D06","114","-0.00300666269298729"
"30_SC7","1","1","LK6-D06","63","-0.0231641619571097"
"30_SC7","1","1","LK6-D06","55","0.000452494075063578"
"30_SC7","1","1","LK6-D06","70","0.00290678091911912"
"30_SC7","1","1","LK6-D06","121","-0.0334205981722742"
"30_SC7","1","1","LK6-D06","27","-0.00431921938661786"
"30_SC7","1","1","LK6-D06","42","0.011498166747027"
"30_SC7","1","1","LK6-D06","103","-0.0115469748864921"
"30_SC7","1","1","LK6-D06","6","0.000564176581980436"
"30_SC7","1","1","LK6-D06","62","0.00086924256972718"
"30_SC7","1","1","LK6-D06","10","0.00301547406677297"
"30_SC7","1","1","LK6-D06","51","-0.00430551429386397"
"30_SC7","1","1","LK6-D06","69","0.0110566151075413"
"30_SC7","1","1","LK6-D06","1","0.00174273522685212"
"30_SC7","1","1","LK6-D06","26","0.00172418292899884"
"30_SC7","1","1","LK6-D06","61","-0.121151141834783"
"30_SC7","1","1","LK6-D06","40","-0.0919215434103975"
"30_SC7","1","1","LK6-D06","84","0.0285332832261926"
"30_SC7","1","1","LK6-D06","115","0.0221975070294129"
"30_SC7","1","1","LK6-D06","22","0.0255899460897785"
"30_SC7","1","1","LK6-D06","86","-0.00453357999193202"
"30_SC7","1","1","LK6-D06","85","-0.0031404178340663"
"30_SC7","1","1","LK6-D06","44","0.00608821749914888"
"30_SC7","1","1","LK6-D06","17","-0.0020366359356816"
"30_SC7","1","1","LK6-D06","102","-0.00205885374739518"
"30_SC7","1","1","LK6-D06","88","0.0174564113912993"
"30_SC7","1","1","LK6-D06","99","-0.00132400995709715"
"30_SC7","1","1","LK6-D06","82","0.00380565903889485"
"30_SC7","1","1","LK6-D06","59","0.0115980025929137"
"30_SC7","1","1","LK6-D06","94","-0.0112978327000519"
"30_SC7","1","1","LK6-D06","2","0.014015779290314"
"30_SC7","1","1","LK6-D06","83","-0.0261594483220429"
"30_SC7","1","1","LK6-D06","18","0.00979936954549828"
"30_SC7","1","1","LK6-D06","78","-0.0367055233870642"
"30_SC7","1","1","LK6-D06","11","-0.011452992383718"
"30_SC7","1","1","LK6-D06","97","0.0192645454955145"
"30_SC7","1","1","LK6-D06","91","0.00975338161969352"
"30_SC7","1","1","LK6-D06","72","0.0416091559372192"
"30_SC7","1","1","LK6-D06","67","-0.0169826776617134"
"30_SC7","1","1","LK6-D06","57","-0.035152"
"30_SC7","1","1","LK6-D06","119","-0.0125216324101452"
"30_SC7","1","1","LK6-D06","110","-0.00566648771264939"
"30_SC7","1","1","LK6-D06","101","-0.0380859588481515"
"30_SC7","1","1","LK6-D06","81","0.0297056462778967"
"30_SC7","1","1","LK6-D06","53","0.00891663072806294"
"30_SC7","1","1","LK6-D06","24","-0.00594690742670393"
"30_SC7","1","1","LK6-D06","52","0.0133940710467994"
"30_SC7","1","1","LK6-D06","127","0.0100959463740375"
"30_SC7","1","1","LK6-D06","46","0.00188661130804733"
"30_SC7","1","1","LK6-D06","41","-0.033419176278479"
"30_SC7","1","1","LK6-D06","19","-0.00728585883720095"
"30_SC7","1","1","LK6-D06","35","0.0148078489586179"
"30_SC7","1","1","LK6-D06","23","0.0132134063319072"
"30_SC7","1","1","LK6-D06","105","0.0278213148578751"
"30_SC7","1","1","LK6-D06","122","-0.0245939547352082"
"30_SC7","1","1","LK6-D06","68","0.00387407591295942"
"30_SC7","1","1","LK6-D06","60","0.0201432351542496"
"30_SC7","1","1","LK6-D06","64","0.0230005924754906"
"30_SC7","1","1","LK6-D06","21","0.0246894643450567"
"30_SC7","1","1","LK6-D06","33","-0.033739424"
"30_SC7","1","1","LK6-D06","76","-0.0145894923183436"
"30_SC7","1","1","LK6-D06","45","-0.0450817725520902"
"30_SC7","1","1","LK6-D06","5","-0.00609510745867256"
"30_SC7","1","1","LK6-D06","43","-0.0190474691806461"
"30_SC7","1","1","LK6-D06","34","0.00708076"
"30_SC7","1","1","LK6-D06","58","0.0221545946693055"
"30_SC7","1","1","LK6-D06","30","-0.00510412614441084"
"30_SC7","1","1","LK6-D06","96","-0.0980945061122671"
"30_SC7","1","1","LK6-D06","107","-0.0251251853197696"
"30_SC7","1","1","LK6-D06","25","-0.00226059254816909"
"30_SC7","1","1","LK6-D06","92","0.020309717101467"
"30_SC7","1","1","LK6-D06","47","-0.0170234325188368"
"30_SC7","1","1","LK6-D06","50","-0.042748711464567"
"30_SC7","1","1","LK6-D06","120","0.00269128788135829"
"30_SC7","1","1","LK6-D06","14","0.012040787669487"
"30_SC7","1","1","LK6-D06","95","-0.0557339615790646"
"30_SC7","1","1","LK6-D06","29","-0.0138119315205679"
"30_SC7","1","1","LK6-D06","117","0.0487340945549656"
"30_SC7","1","1","LK6-D06","80","-0.0244580839080368"
"30_SC7","1","1","LK6-D06","3","-0.00558998143673923"
"30_SC7","1","1","LK6-D06","16","0.00050743079873756"
"30_SC7","1","1","LK6-D06","49","0.00254808443371647"
"30_SC7","1","1","LK6-D06","36","0.039236715"
"30_SC7","1","1","LK1-C09","66","0.0364235231621896"
"30_SC7","1","1","LK1-C09","69","0.0356355305012534"
"30_SC7","1","1","LK1-C09","85","-0.0124059155308818"
"30_SC7","1","1","LK1-C09","10","-0.00439184677872333"
"30_SC7","1","1","LK1-C09","70","0.0104115042155435"
"30_SC7","1","1","LK1-C09","102","-0.00138209308006367"
"30_SC7","1","1","LK1-C09","81","0.0429043524774648"
"30_SC7","1","1","LK1-C09","51","-0.0415198080095231"
"30_SC7","1","1","LK1-C09","1","-0.00930961381257657"
"30_SC7","1","1","LK1-C09","91","-0.00413817353052835"
"30_SC7","1","1","LK1-C09","123","0.0261093831738991"
"30_SC7","1","1","LK1-C09","105","0.0163964104930621"
"30_SC7","1","1","LK1-C09","108","-0.0107381463399981"
"30_SC7","1","1","LK1-C09","14","0.0177764701635665"
"30_SC7","1","1","LK1-C09","29","-0.020653217739327"
"30_SC7","1","1","LK1-C09","15","0.0189551699248523"
"30_SC7","1","1","LK1-C09","99","-0.00416407178019049"
"30_SC7","1","1","LK1-C09","121","0.0136363595544932"
"30_SC7","1","1","LK1-C09","82","-0.0220161449780242"
"30_SC7","1","1","LK1-C09","68","-0.00129372064272875"
"30_SC7","1","1","LK1-C09","63","0.0192346783255718"
"30_SC7","1","1","LK1-C09","92","0.0273037623947337"
"30_SC7","1","1","LK1-C09","88","0.0411654793925904"
"30_SC7","1","1","LK1-C09","107","-0.0288938793466788"
"30_SC7","1","1","LK1-C09","115","0.0239813973252578"
"30_SC7","1","1","LK1-C09","124","-0.0101775523537825"
"30_SC7","1","1","LK1-C09","7","-0.0155246946506572"
"30_SC7","1","1","LK1-C09","40","-0.0333660395860023"
"30_SC7","1","1","LK1-C09","17","-0.03074594693361"
"30_SC7","1","1","LK1-C09","96","-0.0368020446785762"
"30_SC7","1","1","LK1-C09","2","0.00306848213874721"
"30_SC7","1","1","LK1-C09","103","-0.0191211265837844"
"30_SC7","1","1","LK1-C09","94","-0.119172685"
"30_SC7","1","1","LK1-C09","119","-0.0260514546366688"
"30_SC7","1","1","LK1-C09","44","0.000201389212643788"
"30_SC7","1","1","LK1-C09","104","0.0183448459685892"
"30_SC7","1","1","LK1-C09","62","0.0118656216397501"
"30_SC7","1","1","LK1-C09","77","0.0238745277018703"
"30_SC7","1","1","LK1-C09","110","-0.021102833135228"
"30_SC7","1","1","LK1-C09","18","0.00861684332122622"
"30_SC7","1","1","LK1-C09","11","-0.00879335390858296"
"30_SC7","1","1","LK1-C09","33","-0.0261399936740373"
"30_SC7","1","1","LK1-C09","60","0.00957476126254582"
"30_SC7","1","1","LK1-C09","101","-0.0225397098105987"
"30_SC7","1","1","LK1-C09","114","-0.0245185977757213"
"30_SC7","1","1","LK1-C09","5","-0.00803760520658445"
"30_SC7","1","1","LK1-C09","26","-0.0386913094904996"
"30_SC7","1","1","LK1-C09","76","0.0233096034787697"
"30_SC7","1","1","LK1-C09","35","0.00909926910238104"
"30_SC7","1","1","LK1-C09","75","-0.017150225"
"30_SC7","1","1","LK1-C09","46","-0.0563304709343976"
"30_SC7","1","1","LK1-C09","127","0.0177898652321301"
"30_SC7","1","1","LK1-C09","84","0.0266920161512473"
"30_SC7","1","1","LK1-C09","53","-0.0631030066800492"
"30_SC7","1","1","LK1-C09","43","-0.036007275767005"
"30_SC7","1","1","LK1-C09","6","-0.00952182052258436"
"30_SC7","1","1","LK1-C09","72","0.0290341226623329"
"30_SC7","1","1","LK1-C09","59","0.00462970035419604"
"30_SC7","1","1","LK1-C09","67","-0.00630466518170284"
"30_SC7","1","1","LK1-C09","50","-0.00741765890778327"
"30_SC7","1","1","LK1-C09","97","0.00830409038205"
"30_SC7","1","1","LK1-C09","78","-0.0449251465689014"
"30_SC7","1","1","LK1-C09","79","-0.057418605"
"30_SC7","1","1","LK1-C09","117","0.0520478485099117"
"30_SC7","1","1","LK1-C09","19","0.00653597366518833"
"30_SC7","1","1","LK1-C09","9","-0.00962607745569392"
"30_SC7","1","1","LK1-C09","64","0.00455848485863059"
"30_SC7","1","1","LK1-C09","73","0.013983946142688"
"30_SC7","1","1","LK1-C09","86","0.000146494624985378"
"30_SC7","1","1","LK1-C09","122","-0.0358469573937372"
"30_SC7","1","1","LK1-C09","71","0.00884499486959892"
"30_SC7","1","1","LK1-C09","80","-0.00672128662031963"
"30_SC7","1","1","LK1-C09","3","0.0208662031157409"
"30_SC7","1","1","LK1-C09","25","-0.00446239930076437"
"30_SC7","1","1","LK1-C09","120","-0.028197014377176"
"30_SC7","1","1","LK1-C09","55","0.00467356073846876"
"30_SC7","1","1","LK1-C09","27","-0.0043043515"
"30_SC7","1","1","LK1-C09","57","-0.029780012"
"30_SC7","1","1","LK1-C09","45","-0.09163829230159"
"30_SC7","1","1","LK1-C09","22","0.0445557161424623"
"30_SC7","1","1","LK1-C09","58","0.0188944224191332"
"30_SC7","1","1","LK1-C09","49","-0.00904536075895064"
"30_SC7","1","1","LK1-C09","34","-0.04499761"
"30_SC7","1","1","LK1-C09","83","-0.00969116466197049"
"30_SC7","1","1","LK1-C09","36","0.0835029123150511"
"30_SC7","1","1","LK1-C09","21","0.00576777591161604"
"30_SC7","1","1","LK1-C09","41","-0.0147470455392798"
"30_SC7","1","1","LK1-C09","23","0.00633519993443772"
"30_SC7","1","1","LK1-C09","16","0.033253406811169"
"30_SC7","1","1","LK1-C09","30","-0.0193429552197721"
"30_SC7","1","1","LK1-C09","109","-0.0136019935"
"30_SC7","1","1","LK1-C09","47","0.0386384433333333"
"30_SC7","1","1","LK5-C04","1","-0.0153910970959599"
"30_SC7","1","1","LK5-C04","91","-0.000524008645830809"
"30_SC7","1","1","LK5-C04","10","-0.00403066814345758"
"30_SC7","1","1","LK5-C04","30","0.0223947055542737"
"30_SC7","1","1","LK5-C04","63","-0.0232823741738338"
"30_SC7","1","1","LK5-C04","78","0.0126553672354387"
"30_SC7","1","1","LK5-C04","55","-0.0305359440315188"
"30_SC7","1","1","LK5-C04","124","-0.0160795097038614"
"30_SC7","1","1","LK5-C04","44","0.00413018631888691"
"30_SC7","1","1","LK5-C04","5","-0.0442625216562817"
"30_SC7","1","1","LK5-C04","7","0.01515330273603"
"30_SC7","1","1","LK5-C04","110","0.00262153928458717"
"30_SC7","1","1","LK5-C04","73","-0.00395579564421953"
"30_SC7","1","1","LK5-C04","94","-0.0103967064284981"
"30_SC7","1","1","LK5-C04","15","0.0309832854446906"
"30_SC7","1","1","LK5-C04","58","0.00373188669564699"
"30_SC7","1","1","LK5-C04","9","-0.0257593413666856"
"30_SC7","1","1","LK5-C04","50","-0.0454294566043927"
"30_SC7","1","1","LK5-C04","33","-0.0714214375548838"
"30_SC7","1","1","LK5-C04","114","-0.00449505730413378"
"30_SC7","1","1","LK5-C04","67","-0.0296307194477225"
"30_SC7","1","1","LK5-C04","34","0.00447584375"
"30_SC7","1","1","LK5-C04","81","0.0271146448824486"
"30_SC7","1","1","LK5-C04","43","-0.0199603534403716"
"30_SC7","1","1","LK5-C04","70","-0.00398260068713874"
"30_SC7","1","1","LK5-C04","17","-0.0133054685599872"
"30_SC7","1","1","LK5-C04","51","-0.0286507652426795"
"30_SC7","1","1","LK5-C04","103","-0.00951900985931619"
"30_SC7","1","1","LK5-C04","46","-0.0483580784729916"
"30_SC7","1","1","LK5-C04","92","-0.00855488359227435"
"30_SC7","1","1","LK5-C04","108","-0.00384884099069693"
"30_SC7","1","1","LK5-C04","52","-0.0422661937129259"
"30_SC7","1","1","LK5-C04","122","-0.0893451454714496"
"30_SC7","1","1","LK5-C04","2","0.00438827698898061"
"30_SC7","1","1","LK5-C04","35","0.0115325315590848"
"30_SC7","1","1","LK5-C04","68","-0.014512571318087"
"30_SC7","1","1","LK5-C04","6","-0.0138932669725458"
"30_SC7","1","1","LK5-C04","71","-0.0365089618480419"
"30_SC7","1","1","LK5-C04","25","-0.0026901"
"30_SC7","1","1","LK5-C04","11","-0.00830221008904254"
"30_SC7","1","1","LK5-C04","26","-0.00861524166651869"
"30_SC7","1","1","LK5-C04","99","-0.00856619286686894"
"30_SC7","1","1","LK5-C04","66","0.0394700877752194"
"30_SC7","1","1","LK5-C04","72","0.022968982932405"
"30_SC7","1","1","LK5-C04","121","-0.0416321746094193"
"30_SC7","1","1","LK5-C04","27","-0.0222611782623354"
"30_SC7","1","1","LK5-C04","69","0.00778153518952983"
"30_SC7","1","1","LK5-C04","40","-0.0225109149678966"
"30_SC7","1","1","LK5-C04","16","-0.018011945"
"30_SC7","1","1","LK5-C04","18","-0.00784318579312868"
"30_SC7","1","1","LK5-C04","62","-0.0276988039031707"
"30_SC7","1","1","LK5-C04","127","-0.0323038779150565"
"30_SC7","1","1","LK5-C04","29","-0.0180525867859371"
"30_SC7","1","1","LK5-C04","85","-0.00746525028658547"
"30_SC7","1","1","LK5-C04","102","-0.00698653636098612"
"30_SC7","1","1","LK5-C04","3","0.00110602269804639"
"30_SC7","1","1","LK5-C04","101","-0.0255120554932814"
"30_SC7","1","1","LK5-C04","57","-0.05321595825"
"30_SC7","1","1","LK5-C04","97","0.0195574762851715"
"30_SC7","1","1","LK5-C04","107","-0.043802322246162"
"30_SC7","1","1","LK5-C04","80","-0.0388333215370974"
"30_SC7","1","1","LK5-C04","104","0.0125976953668381"
"30_SC7","1","1","LK5-C04","59","0.00913214403162132"
"30_SC7","1","1","LK5-C04","24","-0.034522838217479"
"30_SC7","1","1","LK5-C04","96","-0.0577471720186342"
"30_SC7","1","1","LK5-C04","23","0.0220268745953628"
"30_SC7","1","1","LK5-C04","123","0.0583337490579523"
"30_SC7","1","1","LK5-C04","84","0.0226861508971787"
"30_SC7","1","1","LK5-C04","82","-0.0270242979883139"
"30_SC7","1","1","LK5-C04","88","0.0261792694492323"
"30_SC7","1","1","LK5-C04","53","0.0273759909072633"
"30_SC7","1","1","LK5-C04","95","0.009296683"
"30_SC7","1","1","LK5-C04","22","0.0445679350623686"
"30_SC7","1","1","LK5-C04","115","0.02342730525"
"30_SC7","1","1","LK5-C04","117","0.0581974415182902"
"30_SC7","1","1","LK5-C04","21","0.04432931"
"30_SC7","1","1","LK5-C04","79","0.0009514445"
"30_SC7","1","1","LK5-C04","45","-0.090985325"
"30_SC7","1","1","LK5-C04","105","0.0306736874889736"
"30_SC7","1","1","LK3-C12","22","0.0248804504884942"
"30_SC7","1","1","LK3-C12","103","0.0290866577989767"
"30_SC7","1","1","LK3-C12","82","-0.00310522980078906"
"30_SC7","1","1","LK3-C12","63","-0.012810607627168"
"30_SC7","1","1","LK3-C12","10","-0.00131913978669811"
"30_SC7","1","1","LK3-C12","99","0.00251840147187607"
"30_SC7","1","1","LK3-C12","55","0.00365586766966925"
"30_SC7","1","1","LK3-C12","105","0.0125418368122874"
"30_SC7","1","1","LK3-C12","53","0.0198884464870194"
"30_SC7","1","1","LK3-C12","85","-0.00847257300749224"
"30_SC7","1","1","LK3-C12","69","0.0148816279224861"
"30_SC7","1","1","LK3-C12","11","0.0123705386865029"
"30_SC7","1","1","LK3-C12","1","-0.0157557033842554"
"30_SC7","1","1","LK3-C12","29","0.0240456624418952"
"30_SC7","1","1","LK3-C12","108","-0.0145868343386948"
"30_SC7","1","1","LK3-C12","104","0.0190237626965"
"30_SC7","1","1","LK3-C12","114","0.00836310949695124"
"30_SC7","1","1","LK3-C12","18","0.00642150167970828"
"30_SC7","1","1","LK3-C12","71","0.00643843808790393"
"30_SC7","1","1","LK3-C12","70","-0.00233225920483322"
"30_SC7","1","1","LK3-C12","3","-0.00377049329187742"
"30_SC7","1","1","LK3-C12","107","0.00363744230406876"
"30_SC7","1","1","LK3-C12","97","-0.0121989932285639"
"30_SC7","1","1","LK3-C12","102","-0.000265208160289325"
"30_SC7","1","1","LK3-C12","36","-0.0162825187842743"
"30_SC7","1","1","LK3-C12","92","0.0231220002022186"
"30_SC7","1","1","LK3-C12","33","-0.0132562953441018"
"30_SC7","1","1","LK3-C12","58","0.00407879110714404"
"30_SC7","1","1","LK3-C12","67","-0.000816073691919924"
"30_SC7","1","1","LK3-C12","17","-0.0162863191049732"
"30_SC7","1","1","LK3-C12","127","0.0257993518238515"
"30_SC7","1","1","LK3-C12","68","0.00124567324506616"
"30_SC7","1","1","LK3-C12","51","-0.00754407513353443"
"30_SC7","1","1","LK3-C12","94","0.00489314669727127"
"30_SC7","1","1","LK3-C12","84","0.0189828907881752"
"30_SC7","1","1","LK3-C12","6","-0.00401387082907646"
"30_SC7","1","1","LK3-C12","42","-0.0164974729007694"
"30_SC7","1","1","LK3-C12","75","-0.00402467772658646"
"30_SC7","1","1","LK3-C12","9","0.01619711625"
"30_SC7","1","1","LK3-C12","26","0.00286999793245588"
"30_SC7","1","1","LK3-C12","14","0.0151997471384203"
"30_SC7","1","1","LK3-C12","96","0.003513925"
"30_SC7","1","1","LK3-C12","59","0.00410424216212842"
"30_SC7","1","1","LK3-C12","66","0.034667123359457"
"30_SC7","1","1","LK3-C12","110","-0.00536634003206629"
"30_SC7","1","1","LK3-C12","124","-0.00622479036429994"
"30_SC7","1","1","LK3-C12","2","0.00197686808315808"
"30_SC7","1","1","LK3-C12","34","0.0125551153904033"
"30_SC7","1","1","LK3-C12","44","0.00867705400095105"
"30_SC7","1","1","LK3-C12","15","0.0486238630285911"
