"Environment","Bio_rep","Flask","Strain","Mut_ID","Sel_coef"
"30_SC3","2","1","LK5-G03","26","-0.0504193379959274"
"30_SC3","2","1","LK5-G03","7","0.0246170213262422"
"30_SC3","2","1","LK5-G03","108","-0.00684540148208734"
"30_SC3","2","1","LK5-G03","11","0.00978913342426007"
"30_SC3","2","1","LK5-G03","63","0.0111380000318617"
"30_SC3","2","1","LK5-G03","85","-0.00292748634062471"
"30_SC3","2","1","LK5-G03","10","0.00352255707586293"
"30_SC3","2","1","LK5-G03","121","0.0186032357212101"
"30_SC3","2","1","LK5-G03","99","0.00232958680997157"
"30_SC3","2","1","LK5-G03","83","-0.043564134723805"
"30_SC3","2","1","LK5-G03","58","0.00132215702020826"
"30_SC3","2","1","LK5-G03","21","0.0199971032798307"
"30_SC3","2","1","LK5-G03","72","0.0250336593911887"
"30_SC3","2","1","LK5-G03","66","0.0759119639807513"
"30_SC3","2","1","LK5-G03","91","0.00265991769735369"
"30_SC3","2","1","LK5-G03","70","0.00340759004404687"
"30_SC3","2","1","LK5-G03","34","0.0352193166580661"
"30_SC3","2","1","LK5-G03","25","0.0185138695387748"
"30_SC3","2","1","LK5-G03","123","0.00462203156515805"
"30_SC3","2","1","LK5-G03","14","0.0425658957888002"
"30_SC3","2","1","LK5-G03","16","-0.000378845107872144"
"30_SC3","2","1","LK5-G03","44","0.00973677394350374"
"30_SC3","2","1","LK5-G03","104","0.0167526905909969"
"30_SC3","2","1","LK5-G03","36","0.0420630433639059"
"30_SC3","2","1","LK5-G03","35","0.0027098330567436"
"30_SC3","2","1","LK5-G03","3","0.0328275564795475"
"30_SC3","2","1","LK5-G03","110","0.0433808012067437"
"30_SC3","2","1","LK5-G03","43","0.0211997810417039"
"30_SC3","2","1","LK5-G03","62","-0.0127257776219849"
"30_SC3","2","1","LK5-G03","52","0.040776869999027"
"30_SC3","2","1","LK5-G03","59","0.0162424665514416"
"30_SC3","2","1","LK5-G03","86","-0.0118647652596085"
"30_SC3","2","1","LK5-G03","102","0.000919934068926301"
"30_SC3","2","1","LK5-G03","84","0.019977578495527"
"30_SC3","2","1","LK5-G03","39","0.0570475934917703"
"30_SC3","2","1","LK5-G03","40","0.0167625695340674"
"30_SC3","2","1","LK5-G03","22","0.019954460093126"
"30_SC3","2","1","LK5-G03","119","-0.042057915003404"
"30_SC3","2","1","LK5-G03","71","-0.0528692844689889"
"30_SC3","2","1","LK5-G03","50","-0.0278951552895026"
"30_SC3","2","1","LK5-G03","23","0.00829014988621705"
"30_SC3","2","1","LK5-G03","5","0.00853610835836016"
"30_SC3","2","1","LK5-G03","51","-0.0128300666194178"
"30_SC3","2","1","LK5-G03","122","-0.0383454061050932"
"30_SC3","2","1","LK5-G03","94","0.00393393273016674"
"30_SC3","2","1","LK5-G03","78","0.0227330169682029"
"30_SC3","2","1","LK5-G03","19","0.0228354343633369"
"30_SC3","2","1","LK5-G03","67","0.0745609319306915"
"30_SC3","2","1","LK5-G03","27","-0.0168054926351953"
"30_SC3","2","1","LK5-G03","46","0.0224034571328927"
"30_SC3","2","1","LK5-G03","41","-0.0236570198695741"
"30_SC3","2","1","LK5-G03","18","-0.0111493915934362"
"30_SC3","2","1","LK5-G03","29","0.0800075390135635"
"30_SC3","2","1","LK5-G03","93","0.051234129919678"
"30_SC3","2","1","LK5-G03","79","-0.00109137985161672"
"30_SC3","2","1","LK5-G03","57","0.00165258393286581"
"30_SC3","2","1","LK5-G03","107","-0.00707382627255988"
"30_SC3","2","1","LK5-G03","64","0.00846117330529603"
"30_SC3","2","1","LK5-G03","24","0.00182789107084464"
"30_SC3","2","1","LK5-G03","88","-0.0150127205908042"
"30_SC3","2","1","LK5-G03","76","0.0608535143963984"
"30_SC3","2","1","LK5-G03","97","-0.0168896019699493"
"30_SC3","2","1","LK5-G03","47","-0.0323497814797773"
"30_SC3","2","1","LK5-G03","49","-0.0334333253771069"
"30_SC3","2","1","LK5-G03","75","0.0730288720538784"
"30_SC3","2","1","LK5-G03","105","0.0183450597746692"
"30_SC3","2","1","LK5-G03","61","0.10055179577916"
"30_SC3","2","1","LK5-G03","45","-0.0151088931043335"
"30_SC3","2","1","LK5-G03","77","-0.074078959845222"
"30_SC3","2","1","LK5-G03","9","0.0466864072778246"
"30_SC3","2","1","LK5-G03","73","0.0189873915859075"
"30_SC3","2","1","LK5-G03","96","-0.0142837779682795"
"30_SC3","2","1","LK5-G03","117","0.06769413"
"30_SC3","2","1","LK3-D01","72","0.0189285102130269"
"30_SC3","2","1","LK3-D01","104","0.00894199276948196"
"30_SC3","2","1","LK3-D01","17","-0.0112566265180574"
"30_SC3","2","1","LK3-D01","68","0.00975436309957313"
"30_SC3","2","1","LK3-D01","40","-0.0131840909250096"
"30_SC3","2","1","LK3-D01","46","0.0149136536559347"
"30_SC3","2","1","LK3-D01","25","-0.0410993896338699"
"30_SC3","2","1","LK3-D01","81","0.064514075517829"
"30_SC3","2","1","LK3-D01","15","0.0218683315208683"
"30_SC3","2","1","LK3-D01","10","0.0100513563405467"
"30_SC3","2","1","LK3-D01","117","0.0467493262860748"
"30_SC3","2","1","LK3-D01","127","0.0159180855951075"
"30_SC3","2","1","LK3-D01","108","0.0140229154542408"
"30_SC3","2","1","LK3-D01","102","-0.000308816850577924"
"30_SC3","2","1","LK3-D01","33","-0.0132491574128687"
"30_SC3","2","1","LK3-D01","3","-0.00858103279044825"
"30_SC3","2","1","LK3-D01","19","0.0418110135372141"
"30_SC3","2","1","LK3-D01","53","0.0825891901278802"
"30_SC3","2","1","LK3-D01","66","0.0987131903712858"
"30_SC3","2","1","LK3-D01","27","0.0177113520464533"
"30_SC3","2","1","LK3-D01","21","0.0512138293182805"
"30_SC3","2","1","LK3-D01","86","0.0266151985216445"
"30_SC3","2","1","LK3-D01","105","0.00445491035868891"
"30_SC3","2","1","LK3-D01","103","0.0101941089053738"
"30_SC3","2","1","LK3-D01","18","-0.00203105021967555"
"30_SC3","2","1","LK3-D01","85","-0.016106198157355"
"30_SC3","2","1","LK3-D01","58","-0.0190236516228245"
"30_SC3","2","1","LK3-D01","88","0.0052588989388495"
"30_SC3","2","1","LK3-D01","121","0.0136377981694181"
"30_SC3","2","1","LK3-D01","43","0.017634508253202"
"30_SC3","2","1","LK3-D01","114","0.0305945019606322"
"30_SC3","2","1","LK3-D01","14","0.0423692907549807"
"30_SC3","2","1","LK3-D01","91","-0.0209246410249729"
"30_SC3","2","1","LK3-D01","110","0.0733376292537394"
"30_SC3","2","1","LK3-D01","62","-0.0518039963527742"
"30_SC3","2","1","LK3-D01","124","0.00410652176847757"
"30_SC3","2","1","LK3-D01","30","0.0107446638425556"
"30_SC3","2","1","LK3-D01","22","-0.00469768819005151"
"30_SC3","2","1","LK3-D01","34","-0.0105213100800014"
"30_SC3","2","1","LK3-D01","55","0.0104130857768922"
"30_SC3","2","1","LK3-D01","49","0.0326346674016697"
"30_SC3","2","1","LK3-D01","29","-0.00358455347236163"
"30_SC3","2","1","LK3-D01","23","-0.00811280505880952"
"30_SC3","2","1","LK3-D01","35","0.0304059160662902"
"30_SC3","2","1","LK3-D01","119","0.0478306691830657"
"30_SC3","2","1","LK3-D01","82","-0.00681691475313884"
"30_SC3","2","1","LK3-D01","73","0.0652428261134569"
"30_SC3","2","1","LK3-D01","44","0.0173391686330899"
"30_SC3","2","1","LK3-D01","5","0.0387725169706242"
"30_SC3","2","1","LK3-D01","122","-0.0346932482761071"
"30_SC3","2","1","LK3-D01","99","0.0232155252571901"
"30_SC3","2","1","LK3-D01","95","-0.00453953393184197"
"30_SC3","2","1","LK3-D01","1","-0.00610296076659259"
"30_SC3","2","1","LK3-D01","11","-0.0637053532788594"
"30_SC3","2","1","LK3-D01","70","0.0429609807698691"
"30_SC3","2","1","LK3-D01","50","-0.0396167526490223"
"30_SC3","2","1","LK3-D01","6","-0.00752997167326077"
"30_SC3","2","1","LK3-D01","109","-0.00686065267577837"
"30_SC3","2","1","LK3-D01","115","0.0351967454535614"
"30_SC3","2","1","LK3-D01","80","0.00929110432955121"
"30_SC3","2","1","LK3-D01","84","0.0217988432202407"
"30_SC3","2","1","LK3-D01","123","0.00587317307604917"
"30_SC3","2","1","LK3-D01","36","0.0116659303783499"
"30_SC3","2","1","LK3-D01","69","0.0180706583966231"
"30_SC3","2","1","LK3-D01","67","0.0332535150570978"
"30_SC3","2","1","LK3-D01","39","0.0996980318401534"
"30_SC3","2","1","LK3-D01","2","0.0278652407991686"
"30_SC3","2","1","LK3-D01","76","0.00813613238141421"
"30_SC3","2","1","LK3-D01","26","0.0208008982421565"
"30_SC3","2","1","LK3-D01","101","-0.0100150221016061"
"30_SC3","2","1","LK3-D01","51","-0.00913723048671864"
"30_SC3","2","1","LK3-D01","107","-0.07014084438899"
"30_SC3","2","1","LK3-D01","16","0.0890619238460917"
"30_SC3","2","1","LK3-D01","45","-0.050860595797525"
"30_SC3","2","1","LK3-D01","77","0.0905753793237004"
"30_SC3","2","1","LK3-D01","83","-0.02551586745227"
"30_SC3","2","1","LK3-D01","78","0.00748233223452146"
"30_SC3","2","1","LK3-D01","52","0.0115546608447295"
"30_SC3","2","1","LK3-D01","42","0.04651777253568"
"30_SC3","2","1","LK3-D01","71","0.0594600474217212"
"30_SC3","2","1","LK3-D01","7","0.0262179066260283"
"30_SC3","2","1","LK3-D01","59","0.0317913765784307"
"30_SC3","2","1","LK3-D01","9","-0.0465440046737818"
"30_SC3","2","1","LK3-D01","92","0.0343057399302944"
"30_SC3","2","1","LK3-D01","24","0.00706978298338221"
"30_SC3","2","1","LK3-D01","96","0.000330755720441997"
"30_SC3","2","1","LK3-D01","97","0.0299694428989078"
"30_SC3","2","1","LK3-D01","60","0.0195872779013637"
"30_SC3","2","1","LK3-D01","47","-0.0419206673183584"
"30_SC3","2","1","LK3-D01","63","-0.00775620268804921"
"30_SC3","2","1","LK3-D01","64","0.0297892177644745"
"30_SC3","2","1","LK3-D01","41","-0.0217542735527682"
"30_SC3","2","1","LK3-D01","120","0.00760229769388137"
"30_SC3","2","1","LK3-D01","57","-0.0259905539542912"
"30_SC3","2","1","LK3-D01","75","0.0388413453375048"
"30_SC3","2","1","LK3-D01","94","0.015201585761271"
"30_SC3","2","1","LK3-D01","79","0.0395043259025189"
"30_SC3","2","1","LK3-D01","93","0.029600065656185"
"30_SC3","2","1","LK1-H02","92","0.0390347038868325"
"30_SC3","2","1","LK1-H02","91","-0.00590909019792177"
"30_SC3","2","1","LK1-H02","40","0.0500677627407114"
"30_SC3","2","1","LK1-H02","114","0.0223372406055392"
"30_SC3","2","1","LK1-H02","33","-0.0505280430978323"
"30_SC3","2","1","LK1-H02","78","0.00366837488024374"
"30_SC3","2","1","LK1-H02","97","0.0411374979045461"
"30_SC3","2","1","LK1-H02","124","0.00469846899528272"
"30_SC3","2","1","LK1-H02","82","-0.0316786933831769"
"30_SC3","2","1","LK1-H02","83","-0.0155249706306166"
"30_SC3","2","1","LK1-H02","102","-0.00752902429101405"
"30_SC3","2","1","LK1-H02","68","0.00408240187395533"
"30_SC3","2","1","LK1-H02","99","-0.00663934055122453"
"30_SC3","2","1","LK1-H02","117","0.0615863837430937"
"30_SC3","2","1","LK1-H02","44","0.0176871575039481"
"30_SC3","2","1","LK1-H02","88","0.0140495472719487"
"30_SC3","2","1","LK1-H02","62","-0.000183795606632605"
"30_SC3","2","1","LK1-H02","96","-0.0120062025313894"
"30_SC3","2","1","LK1-H02","35","0.00807789598855857"
"30_SC3","2","1","LK1-H02","72","0.0394114819368951"
"30_SC3","2","1","LK1-H02","27","-0.0344498820951201"
"30_SC3","2","1","LK1-H02","46","0.0247333718857364"
"30_SC3","2","1","LK1-H02","58","0.0132836836886076"
"30_SC3","2","1","LK1-H02","71","0.069813364031836"
"30_SC3","2","1","LK1-H02","81","0.0774546997035966"
"30_SC3","2","1","LK1-H02","63","0.00460365161213511"
"30_SC3","2","1","LK1-H02","7","0.0175678252066302"
"30_SC3","2","1","LK1-H02","10","0.0039293046695287"
"30_SC3","2","1","LK1-H02","104","0.0248357686600666"
"30_SC3","2","1","LK1-H02","127","0.0150509723041186"
"30_SC3","2","1","LK1-H02","86","-0.00122936069012297"
"30_SC3","2","1","LK1-H02","43","0.0224097003940322"
"30_SC3","2","1","LK1-H02","51","-0.0055043915301827"
"30_SC3","2","1","LK1-H02","6","-0.00745901623126925"
"30_SC3","2","1","LK1-H02","1","0.0206824948503554"
"30_SC3","2","1","LK1-H02","59","0.0198532094067378"
"30_SC3","2","1","LK1-H02","66","0.0394086364578113"
"30_SC3","2","1","LK1-H02","80","0.0235929040587052"
"30_SC3","2","1","LK1-H02","101","0.0329119426952479"
"30_SC3","2","1","LK1-H02","3","0.0191529731241257"
"30_SC3","2","1","LK1-H02","103","-0.0290937452228926"
"30_SC3","2","1","LK1-H02","85","-0.0303386674835895"
"30_SC3","2","1","LK1-H02","22","0.0020076454384676"
"30_SC3","2","1","LK1-H02","26","0.00771067137021152"
"30_SC3","2","1","LK1-H02","84","0.0460332878331923"
"30_SC3","2","1","LK1-H02","70","0.028905140021578"
"30_SC3","2","1","LK1-H02","123","0.0466839177288841"
"30_SC3","2","1","LK1-H02","2","0.0355189485099473"
"30_SC3","2","1","LK1-H02","15","0.0825769977821823"
"30_SC3","2","1","LK1-H02","61","-0.025482362820977"
"30_SC3","2","1","LK1-H02","52","-0.0545057843749187"
"30_SC3","2","1","LK1-H02","122","-0.0203793305297919"
"30_SC3","2","1","LK1-H02","45","-0.0666941968361253"
"30_SC3","2","1","LK1-H02","17","0.0133415708939097"
"30_SC3","2","1","LK1-H02","67","0.0655017371683084"
"30_SC3","2","1","LK1-H02","108","0.00275145353991509"
"30_SC3","2","1","LK1-H02","55","0.0286547378926627"
"30_SC3","2","1","LK1-H02","60","0.0296058676088972"
"30_SC3","2","1","LK1-H02","57","0.0124605277964182"
"30_SC3","2","1","LK1-H02","18","0.0239216924399125"
"30_SC3","2","1","LK1-H02","36","0.0767227244242082"
"30_SC3","2","1","LK1-H02","105","0.0351357905411299"
"30_SC3","2","1","LK1-H02","115","0.0365532331976106"
"30_SC3","2","1","LK1-H02","120","0.0067496722750284"
"30_SC3","2","1","LK1-H02","14","0.0543876545334958"
"30_SC3","2","1","LK1-H02","34","-0.01550238014336"
"30_SC3","2","1","LK1-H02","42","0.0546822521159701"
"30_SC3","2","1","LK1-H02","21","0.0406767896017695"
"30_SC3","2","1","LK1-H02","121","0.0159779696029324"
"30_SC3","2","1","LK1-H02","11","-0.00472840777625009"
"30_SC3","2","1","LK1-H02","50","-0.00295209787688022"
"30_SC3","2","1","LK1-H02","29","-0.0149070917039396"
"30_SC3","2","1","LK1-H02","23","0.00867138043128123"
"30_SC3","2","1","LK1-H02","24","-0.00430251356025466"
"30_SC3","2","1","LK1-H02","110","0.0151044342437299"
"30_SC3","2","1","LK1-H02","73","0.0157514664775727"
"30_SC3","2","1","LK1-H02","107","-0.0598379650797655"
"30_SC3","2","1","LK1-H02","69","-0.0579212526246437"
"30_SC3","2","1","LK1-H02","5","-0.0371462094064124"
"30_SC3","2","1","LK1-H02","49","-0.0646229563998978"
"30_SC3","2","1","LK1-H02","76","0.00653893695362938"
"30_SC3","2","1","LK1-H02","25","0.021892611332338"
"30_SC3","2","1","LK1-H02","16","0.0241163081669967"
"30_SC3","2","1","LK1-H02","19","-0.0272273483934627"
"30_SC3","2","1","LK1-H02","53","0.0319944349256711"
"30_SC3","2","1","LK1-H02","9","-0.00686822331931787"
"30_SC3","2","1","LK1-H02","64","0.0258213692062018"
"30_SC3","2","1","LK1-H02","30","-0.00832147371075317"
"30_SC3","2","1","LK1-H02","28","-0.0111877521908749"
"30_SC3","2","1","LK1-H02","75","0.0649659030649763"
"30_SC3","2","1","LK1-H02","94","0.054633184296981"
"30_SC3","2","1","LK1-H02","77","0.0161014642757167"
"30_SC3","2","1","LK1-H02","79","0.00982696179882415"
"30_SC3","2","1","LK1-H02","95","-0.0246366360574737"
"30_SC3","2","1","LK2-A06","61","-0.0294391002001111"
"30_SC3","2","1","LK2-A06","123","0.0172542288447458"
"30_SC3","2","1","LK2-A06","6","-0.00233476027969268"
"30_SC3","2","1","LK2-A06","62","-0.0122847231057702"
"30_SC3","2","1","LK2-A06","119","0.0167265306802683"
"30_SC3","2","1","LK2-A06","70","0.0213750681242857"
"30_SC3","2","1","LK2-A06","68","-0.00313018090256026"
"30_SC3","2","1","LK2-A06","103","0.01684143277538"
"30_SC3","2","1","LK2-A06","15","0.0520421725884389"
"30_SC3","2","1","LK2-A06","10","-0.00406013434294582"
"30_SC3","2","1","LK2-A06","71","0.021358387495938"
"30_SC3","2","1","LK2-A06","17","-0.00149497808417534"
"30_SC3","2","1","LK2-A06","121","0.0103764133528498"
"30_SC3","2","1","LK2-A06","104","0.00876214304721411"
"30_SC3","2","1","LK2-A06","108","-0.00564973359011834"
"30_SC3","2","1","LK2-A06","124","-0.01203646777205"
"30_SC3","2","1","LK2-A06","55","0.0280825535623111"
"30_SC3","2","1","LK2-A06","66","0.0286697424757409"
"30_SC3","2","1","LK2-A06","2","0.0279833501486447"
"30_SC3","2","1","LK2-A06","36","0.0474711525620623"
"30_SC3","2","1","LK2-A06","59","-0.0226926678316379"
"30_SC3","2","1","LK2-A06","11","0.00298650143504787"
"30_SC3","2","1","LK2-A06","114","0.0113595164880523"
"30_SC3","2","1","LK2-A06","122","-0.0256662426449559"
"30_SC3","2","1","LK2-A06","27","-0.00578734465676214"
"30_SC3","2","1","LK2-A06","110","0.0148700582825606"
"30_SC3","2","1","LK2-A06","67","0.0362835522589162"
"30_SC3","2","1","LK2-A06","42","0.0344647902046084"
"30_SC3","2","1","LK2-A06","63","-0.00323001329647044"
"30_SC3","2","1","LK2-A06","35","0.00160195977426469"
"30_SC3","2","1","LK2-A06","16","0.00568336307497129"
"30_SC3","2","1","LK2-A06","14","0.0323907150328423"
"30_SC3","2","1","LK2-A06","78","0.00862867246289055"
"30_SC3","2","1","LK2-A06","102","0.00105663568689904"
"30_SC3","2","1","LK2-A06","58","0.00578882819450215"
"30_SC3","2","1","LK2-A06","101","-0.00803381936342791"
"30_SC3","2","1","LK2-A06","44","0.0115636387074759"
"30_SC3","2","1","LK2-A06","107","-0.0413069274907387"
"30_SC3","2","1","LK2-A06","1","-0.0075337852217159"
"30_SC3","2","1","LK2-A06","69","0.00320561703780784"
"30_SC3","2","1","LK2-A06","52","-0.00188495514020645"
"30_SC3","2","1","LK2-A06","30","-0.000480525033710986"
"30_SC3","2","1","LK2-A06","7","0.0143441888641586"
"30_SC3","2","1","LK2-A06","127","-0.0128732020972845"
"30_SC3","2","1","LK2-A06","24","0.00533864450148215"
"30_SC3","2","1","LK2-A06","40","0.0552742788894377"
"30_SC3","2","1","LK2-A06","117","0.0447160503543659"
"30_SC3","2","1","LK2-A06","21","0.0129470583738654"
"30_SC3","2","1","LK2-A06","25","-0.0204992663585849"
"30_SC3","2","1","LK2-A06","76","0.0416453447756871"
"30_SC3","2","1","LK2-A06","41","-0.0288310672323774"
"30_SC3","2","1","LK2-A06","51","0.000112531542569617"
"30_SC3","2","1","LK2-A06","72","0.0282681061332001"
"30_SC3","2","1","LK2-A06","80","-0.00144466444426211"
"30_SC3","2","1","LK2-A06","34","-0.00118361401710366"
"30_SC3","2","1","LK2-A06","105","0.0272925480799228"
"30_SC3","2","1","LK2-A06","77","0.029996900284"
"30_SC3","2","1","LK2-A06","26","0.0181954981645645"
"30_SC3","2","1","LK2-A06","81","0.0455821220729443"
"30_SC3","2","1","LK2-A06","45","-0.0759159185259046"
"30_SC3","2","1","LK2-A06","18","0.00125222090137009"
"30_SC3","2","1","LK2-A06","22","-0.00118918034131823"
"30_SC3","2","1","LK2-A06","50","-0.0459170151957141"
"30_SC3","2","1","LK2-A06","46","-0.00967581582593736"
"30_SC3","2","1","LK2-A06","73","-0.00110471125023629"
"30_SC3","2","1","LK2-A06","57","-0.0333909491346744"
"30_SC3","2","1","LK2-A06","43","0.00547204141306617"
"30_SC3","2","1","LK2-A06","29","0.00786715910903341"
"30_SC3","2","1","LK2-A06","33","-0.00837391048923197"
"30_SC3","2","1","LK2-A06","5","-0.0327003163937328"
"30_SC3","2","1","LK2-A06","19","-0.00570968204946655"
"30_SC3","2","1","LK2-A06","82","-0.00805266291252103"
"30_SC3","2","1","LK2-A06","83","-0.0294757361754051"
"30_SC3","2","1","LK2-A06","23","-0.025664028530086"
"30_SC3","2","1","LK2-A06","115","0.0143496759352201"
"30_SC3","2","1","LK2-A06","84","0.0154259583159874"
"30_SC3","2","1","LK2-A06","3","0.0185174359379906"
"30_SC3","2","1","LK2-A06","85","-0.00860808041866418"
"30_SC3","2","1","LK2-A06","86","0.00122418679903346"
"30_SC3","2","1","LK2-A06","88","0.00284369039206846"
"30_SC3","2","1","LK2-A06","79","0.000229754875862729"
"30_SC3","2","1","LK2-A06","9","-0.0123516207687761"
"30_SC3","2","1","LK2-A06","39","0.0467597295356646"
"30_SC3","2","1","LK2-A06","91","0.00483910410869777"
"30_SC3","2","1","LK2-A06","75","0.0325995101472036"
"30_SC3","2","1","LK2-A06","92","0.0132797877562203"
"30_SC3","2","1","LK2-A06","120","0.0370993022614449"
"30_SC3","2","1","LK2-A06","94","0.0122016732185345"
"30_SC3","2","1","LK2-A06","95","-0.125192350923431"
"30_SC3","2","1","LK2-A06","47","-0.00163357608459914"
"30_SC3","2","1","LK2-A06","96","0.0191518825613818"
"30_SC3","2","1","LK2-A06","49","-0.0460735240926853"
"30_SC3","2","1","LK2-A06","97","0.00921197706973827"
"30_SC3","2","1","LK2-A06","99","-0.0103163757745923"
"30_SC3","2","1","LK2-A06","109","0.000219379632803241"
"30_SC3","2","1","LK2-A06","53","0.08216069274161"
"30_SC3","2","1","LK5-F07","6","-0.00342636273040962"
"30_SC3","2","1","LK5-F07","104","0.00852401118548286"
"30_SC3","2","1","LK5-F07","69","0.0117469955133043"
"30_SC3","2","1","LK5-F07","78","-0.00925595515812502"
"30_SC3","2","1","LK5-F07","92","0.00912525312774396"
"30_SC3","2","1","LK5-F07","120","0.000965734672621132"
"30_SC3","2","1","LK5-F07","60","0.0168027447999391"
"30_SC3","2","1","LK5-F07","10","-0.00136722099418325"
"30_SC3","2","1","LK5-F07","29","0.0164348231122913"
"30_SC3","2","1","LK5-F07","62","-0.0186994058284971"
"30_SC3","2","1","LK5-F07","84","-0.00207743207766159"
"30_SC3","2","1","LK5-F07","96","-0.0743779188605095"
"30_SC3","2","1","LK5-F07","83","-0.0256012133343661"
"30_SC3","2","1","LK5-F07","2","0.00664315229604524"
"30_SC3","2","1","LK5-F07","103","0.016436789357183"
"30_SC3","2","1","LK5-F07","3","0.00917489547593605"
"30_SC3","2","1","LK5-F07","7","0.0168280864497729"
"30_SC3","2","1","LK5-F07","81","0.0109801443574508"
"30_SC3","2","1","LK5-F07","68","0.0117406980774178"
"30_SC3","2","1","LK5-F07","115","0.00660776504341934"
"30_SC3","2","1","LK5-F07","51","-0.0034937463003357"
"30_SC3","2","1","LK5-F07","80","0.0228304110340792"
"30_SC3","2","1","LK5-F07","9","-0.00689593652938789"
"30_SC3","2","1","LK5-F07","71","-0.0758231220283987"
"30_SC3","2","1","LK5-F07","66","0.0109184629241619"
"30_SC3","2","1","LK5-F07","18","-0.00125709482867782"
"30_SC3","2","1","LK5-F07","91","-0.00130599416342763"
"30_SC3","2","1","LK5-F07","114","0.00207877312928742"
"30_SC3","2","1","LK5-F07","19","-0.0273661318122798"
"30_SC3","2","1","LK5-F07","110","0.0292426652232121"
"30_SC3","2","1","LK5-F07","108","-0.00262616281814728"
"30_SC3","2","1","LK5-F07","53","-0.000349057546301072"
"30_SC3","2","1","LK5-F07","59","-0.0109769901845523"
"30_SC3","2","1","LK5-F07","119","0.00222075539034152"
"30_SC3","2","1","LK5-F07","117","0.0740902782932941"
"30_SC3","2","1","LK5-F07","121","-0.0177186424085578"
"30_SC3","2","1","LK5-F07","22","0.016784691718234"
"30_SC3","2","1","LK5-F07","39","0.0098573574262059"
"30_SC3","2","1","LK5-F07","102","0.000268772260758844"
"30_SC3","2","1","LK5-F07","70","0.0020669370942534"
"30_SC3","2","1","LK5-F07","107","-0.0724933003085613"
"30_SC3","2","1","LK5-F07","43","-0.0054575525484397"
"30_SC3","2","1","LK5-F07","42","0.0348894502842937"
"30_SC3","2","1","LK5-F07","35","0.00683910877065647"
"30_SC3","2","1","LK5-F07","67","0.019839666029795"
"30_SC3","2","1","LK5-F07","40","-0.0382303989234723"
"30_SC3","2","1","LK5-F07","58","-0.00253610507629799"
"30_SC3","2","1","LK5-F07","50","-0.0284112634340073"
"30_SC3","2","1","LK5-F07","33","-0.0101001164039654"
"30_SC3","2","1","LK5-F07","124","0.00139704848315982"
"30_SC3","2","1","LK5-F07","23","0.0149343578162534"
"30_SC3","2","1","LK5-F07","46","-0.0179275086956334"
"30_SC3","2","1","LK5-F07","94","-0.00128086740855963"
"30_SC3","2","1","LK5-F07","99","0.000476693073016789"
"30_SC3","2","1","LK5-F07","127","-0.0248997659834073"
"30_SC3","2","1","LK5-F07","85","-0.00948503252817802"
"30_SC3","2","1","LK5-F07","15","0.0474211944067944"
"30_SC3","2","1","LK5-F07","52","0.0155205155272985"
"30_SC3","2","1","LK5-F07","82","-0.00627233024389303"
"30_SC3","2","1","LK5-F07","55","-0.0102549999479322"
"30_SC3","2","1","LK5-F07","97","0.00203616180296149"
"30_SC3","2","1","LK5-F07","57","0.0134423916951155"
"30_SC3","2","1","LK5-F07","44","0.0064796794014482"
"30_SC3","2","1","LK5-F07","30","0.003112684563663"
"30_SC3","2","1","LK5-F07","93","-0.0261875588127893"
"30_SC3","2","1","LK5-F07","45","-0.0784040136413566"
"30_SC3","2","1","LK5-F07","17","-0.0035147378369439"
"30_SC3","2","1","LK5-F07","76","0.0210193917289215"
"30_SC3","2","1","LK5-F07","34","0.00500512687571684"
"30_SC3","2","1","LK5-F07","101","-0.0251750287871218"
"30_SC3","2","1","LK5-F07","63","0.00431039099282335"
"30_SC3","2","1","LK5-F07","123","0.0133112763215079"
"30_SC3","2","1","LK5-F07","1","-0.00260657493995147"
"30_SC3","2","1","LK5-F07","14","0.0211525734984898"
"30_SC3","2","1","LK5-F07","72","0.00828585705841878"
"30_SC3","2","1","LK5-F07","88","-0.0134867497517847"
"30_SC3","2","1","LK5-F07","21","0.0127157144174491"
"30_SC3","2","1","LK5-F07","86","0.00990027215329954"
"30_SC3","2","1","LK5-F07","11","0.00755466336190147"
"30_SC3","2","1","LK5-F07","36","-0.0148983208382367"
"30_SC3","2","1","LK5-F07","122","-0.0364961782465922"
"30_SC3","2","1","LK5-F07","27","0.0530129546453211"
"30_SC3","2","1","LK5-F07","5","-0.00613246432941846"
"30_SC3","2","1","LK5-F07","16","-0.0231378489184784"
"30_SC3","2","1","LK5-F07","79","-0.00342652299466867"
"30_SC3","2","1","LK5-F07","24","0.0096214754184832"
"30_SC3","2","1","LK5-F07","73","-0.0142879728613969"
"30_SC3","2","1","LK5-F07","47","-0.0098040139166082"
"30_SC3","2","1","LK5-F07","75","-0.00428036133177481"
"30_SC3","2","1","LK5-F07","105","0.0147122896894291"
"30_SC3","2","1","LK5-F07","25","0.0174233253997065"
"30_SC3","2","1","LK5-F07","26","-0.00873439458759737"
"30_SC3","2","1","LK5-F07","95","-0.00299114070297232"
"30_SC3","2","1","LK5-F07","77","0.0223960070305874"
"30_SC3","2","1","LK5-F07","49","-0.0191242565284525"
"30_SC3","2","1","LK5-F07","64","0.00789661796523581"
"30_SC3","2","1","LK5-F07","4","-0.0110258955485246"
"30_SC3","2","1","LK5-F08","1","-0.000765900760972332"
"30_SC3","2","1","LK5-F08","2","0.0320075162325092"
